رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,نظام البناء,معامل البناء,استخدام الأرض,الارتفاع عن سطح البحر,خط الطول,خط العرض,تصنيف دقة الموقع,الملاحظات,مصدر البيانات,السنة_المصدر
32811187,أخرى,أخرى,700004.0,400.0,1750,23/10/2025,حايل,حائل,الشفاء,799,3112 / 2,,,,,,,-1,,وزارة العدل,2025
32820751,أخرى,أخرى,1215165.0,745.5,1630,23/10/2025,الشرقية,الدمام,طيبة,ش د 1556 معدل,21,,,,,,,-1,,وزارة العدل,2025
32822870,أخرى,أخرى,5500000.0,1200.0,4583,23/10/2025,مكة المكرمة,جده,طيبة,249 / ج / س,271,,,سكنى,12.8,39.144331,21.813773,0,,وزارة العدل,2025
32823278,أخرى,أخرى,1550000.0,400.0,3875,23/10/2025,الرياض,الرياض,المهدية,2566,1395,,,سكنى / سكني / مباني سكنية,826.2,46.484869,24.644723,0,,وزارة العدل,2025
32823551,أخرى,شقة,1050000.0,136.65,7683,23/10/2025,الرياض,الرياض,النرجس,2357,4 / أ,,,,,46.59827,24.917772,4,,وزارة العدل,2025
32823706,أخرى,شقة,450000.0,150.57,2988,23/10/2025,مكة المكرمة,جده,الصفاء,3 / 541 / ع,4 / 1,,,,,,,-1,,وزارة العدل,2025
32824494,أخرى,أخرى,6750000.0,929.61,7261,23/10/2025,الرياض,الرياض,السليمانية,2897,1,,,,,46.544364,24.990055,1,,وزارة العدل,2025
32825021,أخرى,شقة,740000.0,163.64,4522,23/10/2025,مكة المكرمة,جده,الصفاء,3 / 541 / ع,4 / ح1,,,,,,,-1,,وزارة العدل,2025
32806051,أخرى,أخرى,449320.0,600.0,748,23/10/2025,الرياض,الدوادمي,طيبة,988,1496,,,,,,,-1,,وزارة العدل,2025
32805497,تجاري,قطعة أرض,643793.0,640.0,1005,23/10/2025,تبوك,تبوك,الصفاء,570/ 38/ ت,591,,,,,,,-1,,وزارة العدل,2025
32796761,أخرى,أخرى,150000.0,192.25,780,23/10/2025,الشرقية,الاحساء,السليمانية,ب / 22,بدون,,,,,,,-1,,وزارة العدل,2025
277622227010001320251022,سكني,دور,742000.0,171.8,4319,22/10/2025,الرياض,الرياض,عكاظ,3027 / 2,1688+1689+1690+1691+1692+1693+1694,,,,0.0,46.681013,24.50673,0,,السجل العقاري,2025
277622227010002820251022,سكني,دور,675000.0,169.11,3991,22/10/2025,الرياض,الرياض,عكاظ,3027 / 2,1688+1689+1690+1691+1692+1693+1694,,,,0.0,46.681013,24.50673,0,,السجل العقاري,2025
310302098110000620251022,سكني,أرض فضاء,701052.0,180.67,3880,22/10/2025,الرياض,الرياض,طيبة,3390,706  /  6,,,,0.0,46.802196,24.551911,0,,السجل العقاري,2025
349315843680000120251022,سكني,أرض فضاء,2000000.0,385.84,5183,22/10/2025,الرياض,الرياض,المهدية,2566/أ,6297,,,,773.1,46.52022,24.65701,0,,السجل العقاري,2025
574416347980000420251022,سكني,أرض فضاء,722000.0,180.94,3990,22/10/2025,الرياض,الرياض,عكاظ,3738,299,,,,706.3,46.648616,24.512237,0,,السجل العقاري,2025
800369673200000220251022,سكني,مبنى سكني,470000.0,183.52,2561,22/10/2025,القصيم,عنيزة,الشفاء,89,413,,,,0.0,43.99344,26.07986,0,,السجل العقاري,2025
828869725240000020251022,تجاري,زائدة تنظيمية,148400.0,212.15,700,22/10/2025,الرياض,الرياض,طيبة,196,زائدة تنظيمية,,,سكنى / سكني / مباني سكنية,561.6,46.840075,24.559543,0,,السجل العقاري,2025
832059811600000020251022,سكني,أرض فضاء,3200000.0,1000.0,3200,22/10/2025,الرياض,الرياض,المهدية,2566/ب,1007 / أ,,,سكنى / سكني / مباني سكنية,736.2,46.551417,24.665954,0,,السجل العقاري,2025
880279315830000020251022,سكني,أرض فضاء,2824736.0,882.73,3200,22/10/2025,الرياض,الرياض,المهدية,2566/ب,1008 / أ,,,سكنى / سكني / مباني سكنية,735.8,46.551627,24.666047,0,,السجل العقاري,2025
900678620340000020251022,سكني,مبنى سكني,2576448.0,420.0,6134,22/10/2025,الرياض,الرياض,عكاظ,3235,648 / 2,س 111,1.2,سكنى / سكني / مباني سكنية,675.8,46.672952,24.515255,0,,السجل العقاري,2025
32797453,أخرى,شقة,460000.0,123.61,3721,22/10/2025,الرياض,الرياض,عكاظ,3463,1 / ح1,,,,,46.641485,24.507653,4,,وزارة العدل,2025
32796536,سكني,قطعة أرض,50000.0,400.0,125,22/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,14,,,,,,,-1,,وزارة العدل,2025
32796413,سكني,قطعة أرض,50000.0,400.0,125,22/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,13,,,,,,,-1,,وزارة العدل,2025
32796400,أخرى,أخرى,4430000.0,900.0,4922,22/10/2025,مكة المكرمة,جده,الصفاء,المنح رقم 8,524,,,,,,,-1,,وزارة العدل,2025
32796188,تجاري,قطعة أرض,134000.0,654.0,204,22/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,3,,,,,,,-1,,وزارة العدل,2025
32795951,تجاري,قطعة أرض,133000.0,657.0,202,22/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,4,,,,,,,-1,,وزارة العدل,2025
32795766,تجاري,قطعة أرض,133000.0,684.0,194,22/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,5,,,,,,,-1,,وزارة العدل,2025
32759797,تجاري,قطعة أرض,200000.0,1085.35,184,22/10/2025,الشرقية,حفر الباطن,الشفاء,73/ ح,152,,,,,,,-1,,وزارة العدل,2025
32773538,أخرى,أخرى,495000.0,216.5,2286,22/10/2025,الشرقية,الدمام,القادسية,1 / 8 معدل,36,,,سكنى,9.9,50.069442,26.416503,0,,وزارة العدل,2025
32780215,سكني,قطعة أرض,523317.0,640.0,817,22/10/2025,تبوك,تبوك,الشفاء,558/ 38/ ت,1093,,,,,,,-1,,وزارة العدل,2025
32780523,سكني,قطعة أرض,100000.0,660.0,151,22/10/2025,الرياض,الافلاج,الملك عبدالله,876,1237,,,,,,,-1,,وزارة العدل,2025
32781302,سكني,قطعة أرض,1196910.0,600.0,1994,22/10/2025,مكة المكرمة,جده,طيبة,111 / ب,689,,,سكنى,9.7,39.13725,21.800395,0,,وزارة العدل,2025
32782495,سكني,قطعة أرض,40000.0,660.0,60,22/10/2025,الرياض,الافلاج,الملك عبدالله,876,282,,,,,,,-1,,وزارة العدل,2025
32783258,أخرى,أخرى,339000.0,1020.0,332,22/10/2025,الجوف,القريات,الشفاء,3 / 8 / 2 / 1417,219,,,,,,,-1,,وزارة العدل,2025
32785039,أخرى,أخرى,90000.0,630.0,142,22/10/2025,الرياض,مرات,الغدير,1074,25,,,,,,,-1,,وزارة العدل,2025
32785256,أخرى,أخرى,680000.0,225.0,3022,22/10/2025,الشرقية,الدمام,طيبة,1 / 189,301 / ب / 1,,,,,,,-1,,وزارة العدل,2025
32785741,سكني,شقة,859000.0,145.19,5916,22/10/2025,الرياض,الرياض,النرجس,3236 / 3,1 / أ,,,,,46.624639,24.906884,4,,وزارة العدل,2025
32786104,أخرى,أخرى,1345900.0,313.0,4300,22/10/2025,مكة المكرمة,جده,الصفاء,641 / م ت,ج,,,,,,,-1,,وزارة العدل,2025
32786113,سكني,قطعة أرض,70000.0,400.0,175,22/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,135,,,,,,,-1,,وزارة العدل,2025
32786223,أخرى,أخرى,780000.0,789.0,988,22/10/2025,حايل,حائل,الشفاء,799,3022,,,,,,,-1,,وزارة العدل,2025
32786348,أخرى,أخرى,0.0,1830.0,0,22/10/2025,مكة المكرمة,الطائف,طيبة,670 / ش / 1415,1309,,,,,,,-1,,وزارة العدل,2025
32786909,أخرى,أخرى,1087306.0,660.0,1647,22/10/2025,الرياض,القصب,الشفاء,127,326,,,,,,,-1,,وزارة العدل,2025
32788385,سكني,شقة,450000.0,193.1,2330,22/10/2025,مكة المكرمة,جده,الصفاء,82/ ب,7,,,,,,,-1,,وزارة العدل,2025
32792260,سكني,قطعة أرض,100000.0,660.0,151,22/10/2025,الرياض,الافلاج,الملك عبدالله,876,1231,,,,,,,-1,,وزارة العدل,2025
32793796,أخرى,شقة,420000.0,185.8,2260,22/10/2025,مكة المكرمة,جده,الصفاء,المنح رقم 8,2 / ب,,,,,,,-1,,وزارة العدل,2025
32772390,سكني,شقة,1500000.0,164.91,9095,21/10/2025,الرياض,الرياض,النرجس,2737,1 / ح1,,,,,46.664756,24.8328,4,,وزارة العدل,2025
32771907,أخرى,أخرى,570000.0,956.25,596,21/10/2025,مكة المكرمة,الطائف,طيبة,670 / ش / 1415,28,,,,,,,-1,,وزارة العدل,2025
945944582480000020251021,سكني,أرض فضاء,1500000.0,300.0,5000,21/10/2025,الرياض,الرياض,الصفاء,3203/1,1 / 960,,,سكنى / سكني / فيلا أسرة واحدة,612.8,46.768016,24.664206,0,,السجل العقاري,2025
921334268980000420251021,سكني,مبنى سكني,634000.0,184.26,3441,21/10/2025,الرياض,الرياض,عكاظ,3738,347,,,,707.4,46.650432,24.511786,0,,السجل العقاري,2025
921334268980000220251021,سكني,مبنى سكني,650000.0,186.22,3490,21/10/2025,الرياض,الرياض,عكاظ,3738,347,,,,707.4,46.650432,24.511786,0,,السجل العقاري,2025
886219498140000020251021,سكني,مبنى سكني,250000.0,229.5,1089,21/10/2025,الشرقية,الدمام,القادسية,1/8 معدل,28,,,سكنى,8.2,50.066866,26.419685,0,,السجل العقاري,2025
854474170620001120251021,سكني,شقة,740000.0,140.22,5277,21/10/2025,الرياض,الرياض,القادسية,3178,338,س 221,1.2,سكنى / سكني / عمارة سكنية,585.7,46.816191,24.80328,0,,السجل العقاري,2025
847763450350000520251021,سكني,مبنى سكني,1400000.0,163.16,8581,21/10/2025,الرياض,الرياض,السليمانية,689,121 / 2,,,سكنى / سكني / مباني سكنية,605.9,46.708878,24.701672,0,,السجل العقاري,2025
792938226000000120251021,سكني,أرض فضاء,2200000.0,224.31,9808,21/10/2025,الرياض,الرياض,النرجس,3961,240,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,678.5,46.638654,24.879299,0,,السجل العقاري,2025
785205786940000020251021,سكني,أرض فضاء,14832616.0,1951.66,7600,21/10/2025,الرياض,الرياض,النرجس,3986,178 / 6,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,692.3,46.650907,24.884064,0,,السجل العقاري,2025
768108877680000020251021,سكني,أرض فضاء,660000.0,500.0,1320,21/10/2025,القصيم,البدائع,القادسية,ق/د/304,335,,,,0.0,43.708932,25.950998,0,,السجل العقاري,2025
717484612510000320251021,سكني,مبنى سكني,1180000.0,313.43,3765,21/10/2025,الرياض,الرياض,عكاظ,3027 / 2,1702+1704+1703+1701+1699+1697+1695+1696+1698+1700,,,,0.0,46.682209,24.506365,0,,السجل العقاري,2025
704439973150000020251021,سكني,مبنى سكني,3150000.0,262.5,12000,21/10/2025,الرياض,الرياض,النرجس,2737,2462 / 3,س 111,1.2,سكنى / سكني / مباني سكنية,652.3,46.682546,24.838117,0,,السجل العقاري,2025
700969753170000020251021,سكني,أرض فضاء,1680000.0,336.0,5000,21/10/2025,الرياض,الرياض,النرجس,3236/9,563 / 2,,,,0.0,46.640246,24.883893,0,,السجل العقاري,2025
574430176570000620251021,سكني,أرض فضاء,1460000.0,217.75,6705,21/10/2025,الرياض,الرياض,الصفاء,3203/1,1766,,,,626.7,46.775279,24.672383,0,,السجل العقاري,2025
599236650810000020251021,سكني,مبنى سكني,538695.45,575.0,937,21/10/2025,الرياض,الرياض,الشفاء,2117,411,س 111,1.2,سكنى / سكني / مباني سكنية,591.3,46.708457,24.572845,0,,السجل العقاري,2025
556561951970000320251021,سكني,أرض فضاء,2000000.0,224.66,8902,21/10/2025,الرياض,الرياض,النرجس,2737,4385 / 2,س 111,1.2,سكنى / سكني / مباني سكنية,667.1,46.65842,24.863727,0,,السجل العقاري,2025
543992212000000020251021,سكني,أرض فضاء,2700000.0,300.0,9000,21/10/2025,الرياض,الرياض,المهدية,2566/أ,8536 / 1 / 1,,,سكنى / سكني / مباني سكنية,832.7,46.47234,24.629424,0,,السجل العقاري,2025
533010198190000020251021,تجاري,أرض فضاء,11789040.0,6300.0,1871,21/10/2025,الرياض,الرياض,طيبة,2705/10,252,,,,557.8,46.855455,24.551767,0,,السجل العقاري,2025
499066551160001620251021,سكني,شقة,1000000.0,209.86,4765,21/10/2025,الرياض,الرياض,القادسية,3715,56 / 57,س 221,1.2,سكنى / سكني / عمارة سكنية,582.6,46.822753,24.808342,0,,السجل العقاري,2025
486106276460000020251021,سكني,أرض فضاء,1190000.0,750.0,1587,21/10/2025,المدينة المنورة,المدينة المنورة,الغدير,599\ت\1413,2242,,,,0.0,39.692973,24.499688,0,,السجل العقاري,2025
455847382230000020251021,سكني,مبنى سكني,3000000.0,294.375,10191,21/10/2025,الرياض,الرياض,النرجس,3236 / 5,462 / 2,س 111,1.2,سكنى / سكني / مباني سكنية,686.3,46.629281,24.896775,0,,السجل العقاري,2025
279526294400000020251021,سكني,مبنى سكني,1400000.0,319.19,4386,21/10/2025,الرياض,الرياض,الشفاء,2096,226 / 2,,,,0.0,46.689788,24.561107,0,,السجل العقاري,2025
272257841480000020251021,سكني,مبنى سكني,12760000.0,875.0,14583,21/10/2025,الرياض,الرياض,حطين,2837,423,,,سكنى / سكني / فيلا أسرة واحدة,637.7,46.620817,24.76827,0,,السجل العقاري,2025
206041656670000020251021,سكني,أرض فضاء,1500000.0,300.0,5000,21/10/2025,الرياض,الرياض,الصفاء,3203/1,2 / 960,,,سكنى / سكني / فيلا أسرة واحدة,612.8,46.768016,24.664206,0,,السجل العقاري,2025
32766551,أخرى,أخرى,450000.0,720.0,625,21/10/2025,الرياض,الرياض,المهدية,2566 / ج,180,,,,,46.449614,24.656,4,,وزارة العدل,2025
32766434,أخرى,أخرى,300000.0,640.0,468,21/10/2025,تبوك,تبوك,الشفاء,558 / 38 / ت,939,,,,,,,-1,,وزارة العدل,2025
32764528,أخرى,أخرى,850000.0,939.9,904,21/10/2025,الجوف,سكاكا,الشفاء,74 / 1 / 2 / 1415,8,,,,,,,-1,,وزارة العدل,2025
32763457,أخرى,أخرى,277900.0,660.0,421,21/10/2025,الجوف,القريات,الشفاء,3 / 8 / 2 / 1417,236,,,,,,,-1,,وزارة العدل,2025
32762624,تجاري,قطعة أرض,800000.0,910.0,879,21/10/2025,الشرقية,حفر الباطن,الصفاء,71/ ح,352,,,,,,,-1,,وزارة العدل,2025
32762589,سكني,شقة,550000.0,154.01,3571,21/10/2025,مكة المكرمة,جده,الصفاء,3/ 365/ ع,1/3,,,,,,,-1,,وزارة العدل,2025
32762285,أخرى,شقة,550000.0,188.1,2923,21/10/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,2 / 2,,,,,,,-1,,وزارة العدل,2025
32762254,سكني,فيلا,547991.0,379.226,1445,21/10/2025,تبوك,تبوك,الشفاء,558/ 38/ ت,2/626,,,,,,,-1,,وزارة العدل,2025
32761064,أخرى,أخرى,100000000.0,36774.37,2719,21/10/2025,الشرقية,الجبيل,طيبة,7 / 231,14,,,,,,,-1,,وزارة العدل,2025
32760206,أخرى,أخرى,298322.0,600.0,497,21/10/2025,الرياض,الدوادمي,طيبة,988,283,,,,,,,-1,,وزارة العدل,2025
32758965,أخرى,أخرى,5000.0,337.5,14,21/10/2025,الرياض,عفيف,القادسية,951,75 / 2,,,,,,,-1,,وزارة العدل,2025
32754915,أخرى,أخرى,820000.0,680.0,1205,21/10/2025,القصيم,عنيزه,السليمانية,852 / ق,409,,,,,,,-1,,وزارة العدل,2025
32743358,أخرى,أخرى,2050000.0,801.5,2557,21/10/2025,مكة المكرمة,جده,الغدير,244 / ج / س,21 / 1 / و,,,سكنى,7.5,39.052473,21.930587,0,,وزارة العدل,2025
906996194230000020251020,سكني,مبنى سكني,9366075.0,630.0,14867,20/10/2025,الرياض,الرياض,حطين,2837,952 / 2,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,650.4,46.615671,24.76076,0,,السجل العقاري,2025
574430176570001120251020,سكني,أرض فضاء,1714000.0,251.04,6828,20/10/2025,الرياض,الرياض,الصفاء,3203/1,1766,,,,626.7,46.775279,24.672383,0,,السجل العقاري,2025
500652740290000420251020,سكني,أرض فضاء,650000.0,76.82,8461,20/10/2025,الرياض,الرياض,القادسية,3715,654,س 111,1.2,سكنى / سكني / مباني سكنية,580.3,46.828757,24.816968,0,,السجل العقاري,2025
459317284600000420251020,سكني,أرض فضاء,1050000.0,162.45,6464,20/10/2025,الرياض,الرياض,القادسية,1358/ب,269 / 20,,,,0.0,46.840426,24.81972,0,,السجل العقاري,2025
451963705130000020251020,سكني,أرض فضاء,1407200.0,654.49,2150,20/10/2025,الشرقية,القطيف,النرجس,ش ق 1636,473,,,سكنى,1.7,50.07393,26.590481,0,,السجل العقاري,2025
398924972290000120251020,سكني,أرض فضاء,1670000.0,382.79,4363,20/10/2025,الرياض,الرياض,المهدية,2566/ب,2217 / 2 / أ,,,,0.0,46.540411,24.660615,0,,السجل العقاري,2025
395641462830000020251020,سكني,أرض فضاء,506250.0,375.0,1350,20/10/2025,الرياض,الرياض,طيبة,3533,3135,,,,0.0,46.812983,24.542263,0,,السجل العقاري,2025
197444064950000020251020,سكني,مبنى سكني,3000000.0,359.37,8348,20/10/2025,الرياض,الرياض,المهدية,2566/أ,4018 / 24 / 4,,,,0.0,46.493081,24.63741,0,,السجل العقاري,2025
170185788350000120251020,سكني,أرض فضاء,650000.0,263.58,2466,20/10/2025,الرياض,الرياض,طيبة,3390,1213 / 2,,,,0.0,46.815736,24.556779,0,,السجل العقاري,2025
32756893,أخرى,أخرى,1000.0,673.5,1,20/10/2025,الجوف,دومة الجندل,الغدير,18 / 4 / 2 / 1423 الجزء أ,1301,,,,,,,-1,,وزارة العدل,2025
32756344,أخرى,أخرى,8707028.0,1289.93,6750,20/10/2025,الرياض,الرياض,النرجس,2737,6214 / 1,,,,662.3,46.66194,24.840484,0,,وزارة العدل,2025
32756218,أخرى,أخرى,8707027.0,1289.93,6749,20/10/2025,الرياض,الرياض,النرجس,2737,6214 / 2,,,,662.9,46.662077,24.840213,0,,وزارة العدل,2025
32754918,أخرى,شقة,570000.0,175.0,3257,20/10/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,2 / 5,,,,,,,-1,,وزارة العدل,2025
32754774,أخرى,شقة,200000.0,77.19,2591,20/10/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,4 / 1,,,,,,,-1,,وزارة العدل,2025
32754478,أخرى,شقة,1119000.0,102.33,10935,20/10/2025,الرياض,الرياض,النرجس,2737,1 / ح1,,,,,46.699301,24.818287,4,,وزارة العدل,2025
32752647,أخرى,شقة,330000.0,77.19,4275,20/10/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,1 / أ,,,,,,,-1,,وزارة العدل,2025
32752633,أخرى,أخرى,100000.0,618.59,161,20/10/2025,مكة المكرمة,الطائف,طيبة,412718,41,,,,,,,-1,,وزارة العدل,2025
32752564,أخرى,أخرى,100000.0,641.37,155,20/10/2025,مكة المكرمة,الطائف,طيبة,412718,39,,,,,,,-1,,وزارة العدل,2025
32752141,أخرى,أخرى,1713000.0,702.0,2440,20/10/2025,حايل,حائل,الشفاء,799,2606,,,,,,,-1,,وزارة العدل,2025
32751816,أخرى,شقة,340000.0,77.19,4404,20/10/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,4 / أ,,,,,,,-1,,وزارة العدل,2025
32750183,أخرى,أخرى,1010000.0,450.0,2244,20/10/2025,الرياض,الرياض,الشفاء,1931,380,م 111,1.2,سكنى / سكني / مباني سكنية,621.8,46.6918,24.56415,0,,وزارة العدل,2025
32654248,سكني,شقة,357142.0,177.73,2009,20/10/2025,مكة المكرمة,جده,الصفاء,المنح رقم 9,2,,,,,,,-1,,وزارة العدل,2025
32679008,أخرى,أخرى,100366.0,562.0,178,20/10/2025,القصيم,رياض الخبراء,طيبة,بدون,2974,,,,,,,-1,,وزارة العدل,2025
32728460,أخرى,أخرى,750000.0,640.0,1171,20/10/2025,تبوك,تبوك,الصفاء,570 / 38 / ت,2212,,,,,,,-1,,وزارة العدل,2025
32739835,سكني,قطعة أرض,1000.0,660.0,1,20/10/2025,الرياض,الافلاج,الملك عبدالله,876,949,,,,,,,-1,,وزارة العدل,2025
32739861,تجاري,قطعة أرض,90000.0,630.0,142,20/10/2025,الرياض,الرين,القادسية,15,2,,,,,,,-1,,وزارة العدل,2025
32742073,سكني,شقة,538333.0,163.63,3289,20/10/2025,مكة المكرمة,جده,الصفاء,المنح/ 11,3/1,,,,,,,-1,,وزارة العدل,2025
32742290,سكني,وحدة سكنية,504273.0,292.99,1721,20/10/2025,عسير,ابها,الصفاء,1117 / 1426 / ع / 1,91 / ب / 3,,,,,,,-1,,وزارة العدل,2025
32742633,تجاري,قطعة أرض,815422.0,640.0,1274,20/10/2025,تبوك,تبوك,الصفاء,570/ 38/ ت,1315,,,,,,,-1,,وزارة العدل,2025
32742767,سكني,وحدة سكنية,481507.0,601.22,800,20/10/2025,عسير,ابها,الغدير,1821 / 1433 / ع / 1,182 / 1,,,,,,,-1,,وزارة العدل,2025
32742925,أخرى,أخرى,249200.0,356.77,698,20/10/2025,الرياض,الخرج,حطين,188,350 / 2,,,,,,,-1,,وزارة العدل,2025
32743755,سكني,قطعة أرض,120000.0,460.0,260,20/10/2025,الشرقية,حفر الباطن,السليمانية,9/ 93,123,,,,,,,-1,,وزارة العدل,2025
32743855,أخرى,أخرى,510930.0,291.96,1750,20/10/2025,الرياض,الرياض,طيبة,3390,110,س 111,1.2,سكنى / سكني / فيلا أسرة واحدة,566.3,46.806845,24.559133,0,,وزارة العدل,2025
32743860,أخرى,شقة,485000.0,124.98,3880,20/10/2025,مكة المكرمة,جده,الصفاء,9 / ج / س / المعدل,2 / 2,,,,,,,-1,,وزارة العدل,2025
32745752,سكني,قطعة أرض,358960.0,500.0,717,20/10/2025,الجوف,سكاكا,السليمانية,10/ 1/ 2/ 1430,112,,,,,,,-1,,وزارة العدل,2025
32746321,أخرى,شقة,450000.0,124.98,3600,20/10/2025,مكة المكرمة,جده,الصفاء,9 / ج / س / المعدل,3 / 1,,,,,,,-1,,وزارة العدل,2025
32746391,أخرى,شقة,385000.0,168.19,2289,20/10/2025,الرياض,الرياض,الشفاء,2697,410 / 3,,,,,46.714542,24.562873,4,,وزارة العدل,2025
32746883,سكني,قطعة أرض,300000.0,720.0,416,20/10/2025,الرياض,الرياض,المهدية,2566/ ج,179,,,,,46.417893,24.651938,4,,وزارة العدل,2025
32747345,أخرى,أخرى,500000.0,624.0,801,20/10/2025,تبوك,تبوك,الصفاء,570 / 38 / ت,1781,,,,,,,-1,,وزارة العدل,2025
32748189,سكني,شقة,312338.0,124.6,2506,20/10/2025,مكة المكرمة,جده,الصفاء,1337/ س/ ت,3,,,,,,,-1,,وزارة العدل,2025
32748242,أخرى,أخرى,165000.0,105.0,1571,20/10/2025,الشرقية,الاحساء,السليمانية,368,بدون,,,,,,,-1,,وزارة العدل,2025
32748401,أخرى,أخرى,40000.0,664.5,60,20/10/2025,الجوف,دومة الجندل,الغدير,1423 / 2 / 4 / 18,1117,,,,,,,-1,,وزارة العدل,2025
32731797,أخرى,شقة,880000.0,171.77,5123,19/10/2025,مكة المكرمة,جده,الصفاء,30 / ب / المعدل,1 / ح1,,,,,,,-1,,وزارة العدل,2025
32730179,سكني,قطعة أرض,1150000.0,294.0,3911,19/10/2025,الرياض,الرياض,عكاظ,3027/ 2,368/1/1,,,,,46.6561,24.495705,1,,وزارة العدل,2025
32729471,أخرى,أخرى,700000.0,660.0,1060,19/10/2025,عسير,خميس مشيط,الشفاء,2056 / 1438 / ع / 2,36,,,,,,,-1,,وزارة العدل,2025
32729079,سكني,قطعة أرض,110000.0,400.0,275,19/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,215,,,,,,,-1,,وزارة العدل,2025
32728009,سكني,شقة,615000.0,232.34,2646,19/10/2025,تبوك,تبوك,الشفاء,558 / 38 / ت,2 / 1,,,,,,,-1,,وزارة العدل,2025
32721628,سكني,قطعة أرض,1000000.0,422.29,2368,19/10/2025,الشرقية,الخبر,الشفاء,ش خ 720,75 / 1,,,سكنى,4.8,50.164401,26.207599,0,,وزارة العدل,2025
32717207,سكني,قطعة أرض,45000.0,600.0,75,19/10/2025,الرياض,الدوادمي,طيبة,988,2861,,,,,,,-1,,وزارة العدل,2025
269464558610000520251019,سكني,أرض فضاء,2400000.0,212.7,11283,19/10/2025,الرياض,الرياض,النرجس,3876,472,,,,682.6,46.681004,24.819527,0,,السجل العقاري,2025
325826171660000020251019,سكني,مبنى سكني,2687968.8,450.0,5973,19/10/2025,الرياض,الرياض,القادسية,3253,254 / 1,س 111,1.2,سكنى / سكني / مباني سكنية,588.1,46.811589,24.823489,0,,السجل العقاري,2025
366146518560002020251019,سكني,دور,665000.0,169.11,3932,19/10/2025,الرياض,الرياض,عكاظ,3027 / 2,812+814+816+818,,,,0.0,46.66407,24.5062,0,,السجل العقاري,2025
435554612460000020251019,سكني,مبنى سكني,524695.0,600.0,874,19/10/2025,القصيم,البكيرية,القادسية,375/ق,1180,,,,0.0,43.598749,26.120748,0,,السجل العقاري,2025
545552138860000120251019,سكني,مبنى سكني,1925000.0,356.26,5403,19/10/2025,الرياض,الرياض,المهدية,2566 / ب,359 / 24 / 1 / 1,,,,0.0,46.539688,24.656756,0,,السجل العقاري,2025
574416347980000220251019,سكني,أرض فضاء,717073.0,172.15,4165,19/10/2025,الرياض,الرياض,عكاظ,3738,299,,,,706.3,46.648616,24.512237,0,,السجل العقاري,2025
630978656830000220251019,سكني,مبنى سكني,300000.0,380.14,789,19/10/2025,الرياض,الرياض,المهدية,2566/أ,6802,,,سكنى / سكني / مباني سكنية,823.8,46.489997,24.637594,0,,السجل العقاري,2025
821429063550002820251019,سكني,أرض فضاء,4560000.0,243.73,18709,19/10/2025,الرياض,الرياض,الغدير,2726/أ,116,س 111,1.2,سكنى / سكني / مباني سكنية,638.1,46.656792,24.766862,0,,السجل العقاري,2025
852896268860000420251019,سكني,شقة,770000.0,111.51,6905,19/10/2025,الرياض,الرياض,القادسية,3178,570,س 221,1.2,سكنى / سكني / عمارة سكنية,585.2,46.814681,24.805313,0,,السجل العقاري,2025
32726287,سكني,قطعة أرض,105000.0,400.0,262,19/10/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,202,,,,,,,-1,,وزارة العدل,2025
32725813,سكني,قطعة أرض,160000.0,460.0,347,19/10/2025,الشرقية,حفر الباطن,السليمانية,9/ 92,71,,,,,,,-1,,وزارة العدل,2025
32725794,سكني,قطعة أرض,10000.0,690.0,14,19/10/2025,الرياض,السليل,الشفاء,1083,37,,,,,,,-1,,وزارة العدل,2025
32725207,أخرى,أخرى,0.0,78.75,0,19/10/2025,الرياض,الرياض,عكاظ,3235,764/1,,,,,46.670432,24.512607,1,,وزارة العدل,2025
32725205,أخرى,أخرى,0.0,29.531,0,19/10/2025,الرياض,الرياض,عكاظ,3235,764/1,,,,,46.670432,24.512607,1,,وزارة العدل,2025
32725204,أخرى,أخرى,0.0,29.531,0,19/10/2025,الرياض,الرياض,عكاظ,3235,764/1,,,,,46.670432,24.512607,1,,وزارة العدل,2025
32725203,أخرى,أخرى,0.0,59.062,0,19/10/2025,الرياض,الرياض,عكاظ,3235,764/1,,,,,46.670432,24.512607,1,,وزارة العدل,2025
