رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,نظام البناء,معامل البناء,استخدام الأرض,الارتفاع عن سطح البحر,خط الطول,خط العرض,تصنيف دقة الموقع,الملاحظات,مصدر البيانات,السنة_المصدر
34238257,سكني,قطعة أرض,1131273.0,400.0,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2186,,,سكنى / سكني / فيلا أسرة واحدة,630.8,46.767083,24.674801,0,,وزارة العدل,2025
34238037,سكني,قطعة أرض,1696910.0,600.0,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2178,,,سكنى / سكني / فيلا أسرة واحدة,631.8,46.769162,24.673285,0,,وزارة العدل,2025
34237940,سكني,قطعة أرض,1414092.0,500.0,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2139,,,سكنى / سكني / فيلا أسرة واحدة,631.6,46.769683,24.674497,0,,وزارة العدل,2025
34237705,سكني,قطعة أرض,1131273.0,400.0,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2131,,,سكنى / سكني / فيلا أسرة واحدة,631.1,46.769256,24.675346,0,,وزارة العدل,2025
34237626,سكني,قطعة أرض,1131273.0,400.0,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2135,,,سكنى / سكني / فيلا أسرة واحدة,631.2,46.769421,24.675018,0,,وزارة العدل,2025
34237526,سكني,قطعة أرض,1187837.0,420.0,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2137,,,سكنى / سكني / فيلا أسرة واحدة,631.4,46.769505,24.67485,0,,وزارة العدل,2025
34237379,سكني,قطعة أرض,2940000.0,600.0,4900,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1267,,,سكنى / سكني / فيلا أسرة واحدة,614.8,46.768792,24.665043,0,,وزارة العدل,2025
34237121,سكني,قطعة أرض,751754.0,290.0,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2098,,,سكنى / سكني / فيلا أسرة واحدة,620.9,46.764175,24.668265,0,,وزارة العدل,2025
34236871,سكني,قطعة أرض,1036902.0,400.0,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2084,,,سكنى / سكني / فيلا أسرة واحدة,622.6,46.763491,24.669624,0,,وزارة العدل,2025
34236466,سكني,قطعة أرض,761475.0,293.75,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2081,,,سكنى / سكني / فيلا أسرة واحدة,623.3,46.7636,24.669843,0,,وزارة العدل,2025
34236191,سكني,قطعة أرض,1539152.0,593.75,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2062,,,سكنى / سكني / فيلا أسرة واحدة,623.5,46.765007,24.669244,0,,وزارة العدل,2025
34235837,سكني,قطعة أرض,1555353.0,600.0,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2052,,,سكنى / سكني / فيلا أسرة واحدة,624.6,46.764534,24.670187,0,,وزارة العدل,2025
34234760,سكني,قطعة أرض,1244283.0,480.0,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2044,,,سكنى / سكني / فيلا أسرة واحدة,624.6,46.763999,24.670384,0,,وزارة العدل,2025
34234234,سكني,قطعة أرض,1244283.0,480.0,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2048,,,سكنى / سكني / فيلا أسرة واحدة,623.9,46.763569,24.670203,0,,وزارة العدل,2025
34233191,سكني,فيلا,810000.0,291.3,2780,31/12/2025,الرياض,الرياض,عكاظ,3027 / 2,1 / أ,,,,,46.672497,24.49824,4,,وزارة العدل,2025
34232411,سكني,قطعة أرض,1555353.0,600.0,2592,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2043,,,سكنى / سكني / فيلا أسرة واحدة,624.7,46.763907,24.670569,0,,وزارة العدل,2025
34231674,سكني,شقة,797000.0,96.89,8225,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / ح1,,,,,46.772768,24.666739,4,,وزارة العدل,2025
34230035,سكني,شقة,800000.0,96.89,8256,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / ح1,,,,,46.754102,24.673425,4,,وزارة العدل,2025
34229763,سكني,قطعة أرض,763887.0,287.52,2656,31/12/2025,الشرقية,الدمام,الصفاء,61/ 1,447/2,,,سكنى,4.8,50.184756,26.379529,0,,وزارة العدل,2025
34229131,سكني,شقة,380000.0,98.7,3850,31/12/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,2 / 1,,,,,,,-1,,وزارة العدل,2025
34227310,سكني,شقة,1050000.0,116.49,9013,31/12/2025,الرياض,الرياض,النرجس,3961,1 / ح1,,,,,46.643623,24.880925,4,,وزارة العدل,2025
34225403,سكني,قطعة أرض,372000.0,372.0,1000,31/12/2025,الشرقية,الخبر,الشفاء,2 / 409معدل3,43 / 1,,,,,,,-1,,وزارة العدل,2025
34224367,سكني,قطعة أرض,5332740.0,1885.57,2828,31/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2116,,,تجارى / تجاري / مباني تجاريه,633.2,46.764086,24.674075,0,,وزارة العدل,2025
34224078,سكني,قطعة أرض,792000.0,360.0,2200,31/12/2025,الرياض,الرياض,عكاظ,2153,840 / 1,,,,,46.657528,24.531325,1,,وزارة العدل,2025
34219729,سكني,قطعة أرض,148775.0,646.85,229,31/12/2025,القصيم,بريده,السليمانية,188 / ب / ق,1488,,,,,,,-1,,وزارة العدل,2025
34219671,سكني,قطعة أرض,285714.0,541.0,528,31/12/2025,جيزان,ابو عريش,الصفاء,271,32,,,,,,,-1,,وزارة العدل,2025
34219498,سكني,قطعة أرض,95000.0,400.0,237,31/12/2025,الشرقية,حفر الباطن,الشفاء,12 / ح / 1405,249,,,,,,,-1,,وزارة العدل,2025
34219249,سكني,شقة,1150000.0,144.63,7951,31/12/2025,الرياض,الرياض,النرجس,3205,2 / 1,,,,,46.646139,24.879119,1,,وزارة العدل,2025
34219162,سكني,قطعة أرض,190000.0,675.0,281,31/12/2025,الرياض,الزلفي,حطين,592,793,,,,,,,-1,,وزارة العدل,2025
34219004,سكني,قطعة أرض,1500000.0,560.0,2678,31/12/2025,الشرقية,الدمام,طيبة,1 / 211,7,,,تجارى /  تجاري متنوع,18.7,50.040572,26.35026,0,,وزارة العدل,2025
34218991,سكني,قطعة أرض,98000.0,800.0,122,31/12/2025,القصيم,رياض الخبراء,طيبة,305 / ق,2045,,,,,,,-1,,وزارة العدل,2025
34218081,سكني,قطعة أرض,1286955.0,750.0,1715,31/12/2025,الشرقية,الدمام,الصفاء,1 / 644,37,,,سكنى,10.3,50.179322,26.372277,0,,وزارة العدل,2025
34217363,سكني,قطعة أرض,20000.0,700.0,28,31/12/2025,الرياض,الدوادمي,طيبة,988,1607,,,,,,,-1,,وزارة العدل,2025
34215689,سكني,قطعة أرض,450000.0,450.0,1000,31/12/2025,مكة المكرمة,جده,الغدير,244 / ج / س,1004 / 2,,,,,,,-1,,وزارة العدل,2025
34215537,سكني,قطعة أرض,1450000.0,906.92,1598,31/12/2025,عسير,ابها,الصفاء,2882 / 1439 / ع / 1,65,,,,,,,-1,,وزارة العدل,2025
34214566,تجاري,قطعة أرض,1487500.0,850.0,1750,31/12/2025,الشرقية,الدمام,طيبة,1 / 189,عدد العقارات 2-229 / ب-231 / ب,,,,,,,-1,,وزارة العدل,2025
34214317,سكني,شقة,400000.0,139.52,2866,31/12/2025,مكة المكرمة,جده,الصفاء,82/ ب,1/1,,,,,,,-1,,وزارة العدل,2025
34213774,سكني,فيلا,700000.0,402.4,1739,31/12/2025,جيزان,ابو عريش,الصفاء,271,2989,,,,,,,-1,,وزارة العدل,2025
34213432,سكني,شقة,350000.0,201.85,1733,31/12/2025,مكة المكرمة,جده,الصفاء,327/ ج/ س,4,,,,,,,-1,,وزارة العدل,2025
34212323,سكني,شقة,1161252.0,180.89,6419,31/12/2025,مكة المكرمة,جده,الصفاء,30/ ب,2/4/2,,,,,,,-1,,وزارة العدل,2025
34211868,سكني,شقة,980665.0,151.89,6456,31/12/2025,مكة المكرمة,جده,الصفاء,9/ ج/ س/ المعدل,14/565,,,,,,,-1,,وزارة العدل,2025
34208431,سكني,قطعة أرض,200000.0,400.0,500,31/12/2025,عسير,ابها,الصفاء,1117 / 1426 / ع / 1,18 / ب,,,,,,,-1,,وزارة العدل,2025
635311333020000020251231,سكني,استراحة,150000.0,480.0,312,31/12/2025,القصيم,بريدة,الغدير,ق/2/1070,929 / أ ,,,,0.0,44.027286,26.285251,0,,السجل العقاري,2025
34201998,سكني,قطعة أرض,925410.0,306.25,3021,30/12/2025,الرياض,الرياض,الصفاء,908,58 / 2,,,,,46.753953,24.657086,1,,وزارة العدل,2025
34201903,سكني,قطعة أرض,1828640.0,605.16,3021,30/12/2025,الرياض,الرياض,الصفاء,908,92,,,سكنى / سكني / مباني سكنية,595.9,46.756228,24.656231,0,,وزارة العدل,2025
34201874,سكني,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,83,,,سكنى / سكني / مباني سكنية,596.1,46.755885,24.65708,0,,وزارة العدل,2025
34201663,سكني,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,90,,,سكنى / سكني / مباني سكنية,596.0,46.756143,24.65644,0,,وزارة العدل,2025
34201543,سكني,قطعة أرض,1054892.0,349.1,3021,30/12/2025,الرياض,الرياض,الصفاء,908,75 / 2,,,,,46.755645,24.656721,1,,وزارة العدل,2025
34201540,سكني,شقة,780000.0,96.89,8050,30/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / ح1,,,,,46.761774,24.673252,4,,وزارة العدل,2025
34201140,سكني,قطعة أرض,2102320.0,695.73,3021,30/12/2025,الرياض,الرياض,الصفاء,908,57,,,سكنى / سكني / مباني سكنية,595.5,46.754114,24.657317,0,,وزارة العدل,2025
34200750,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,73 / 1,,,,,46.755549,24.656938,1,,وزارة العدل,2025
34200745,تجاري,قطعة أرض,4000000.0,750.0,5333,30/12/2025,الشرقية,الدمام,طيبة,248/ 1,146/ج,,,,,50.070972,26.371624,5,,وزارة العدل,2025
34200702,سكني,شقة,1000000.0,116.49,8584,30/12/2025,الرياض,الرياض,النرجس,3961,1 / ح1,,,,,46.637617,24.880216,4,,وزارة العدل,2025
34200525,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,97 / 2,,,,,46.755354,24.656161,1,,وزارة العدل,2025
34200085,سكني,شقة,1550000.0,95.75,16187,30/12/2025,الرياض,الرياض,الغدير,2726,1 / ح1,,,,,46.667455,24.773151,4,,وزارة العدل,2025
34200082,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,70 / 2,,,,,46.755463,24.65715,1,,وزارة العدل,2025
34200049,سكني,شقة,1100000.0,230.73,4767,30/12/2025,مكة المكرمة,جده,الصفاء,9 / ج / س / المعدل,2 / ح1,,,,,,,-1,,وزارة العدل,2025
34200006,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,104 / 1,,,,,46.754611,24.656131,1,,وزارة العدل,2025
34199937,سكني,شقة,500000.0,91.38,5471,30/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / ح1,,,,,46.76706,24.648733,4,,وزارة العدل,2025
34199909,سكني,شقة,1000000.0,116.49,8584,30/12/2025,الرياض,الرياض,النرجس,3961,1 / ح1,,,,,46.637805,24.880503,4,,وزارة العدل,2025
34199836,سكني,شقة,410000.0,137.99,2971,30/12/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,4 / 2,,,,,,,-1,,وزارة العدل,2025
34199742,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,104 / 2,,,,,46.754611,24.656131,1,,وزارة العدل,2025
34199634,سكني,وحدة عقارية,700000.0,169.55,4128,30/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / 1,,,,,46.779333,24.672257,4,,وزارة العدل,2025
34199432,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,102 / 1,,,,,46.75477,24.656365,1,,وزارة العدل,2025
34199384,سكني,وحدة عقارية,800000.0,165.0,4848,30/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / أ,,,,,46.76685,24.666062,4,,وزارة العدل,2025
34199055,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,70 / 1,,,,,46.755463,24.65715,1,,وزارة العدل,2025
34198639,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,99 / 2,,,,,46.755018,24.656375,1,,وزارة العدل,2025
34198609,سكني,قطعة أرض,40000.0,600.0,66,30/12/2025,تبوك,تيماء,الشفاء,104,110,,,,,,,-1,,وزارة العدل,2025
34198454,سكني,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,82,,,سكنى / سكني / مباني سكنية,596.2,46.755799,24.657291,0,,وزارة العدل,2025
34197441,سكني,قطعة أرض,1100000.0,480.0,2291,30/12/2025,مكة المكرمة,جده,طيبة,249 / ج / س,530 / ج,,,,,39.137064,21.81714,1,,وزارة العدل,2025
34197430,سكني,قطعة أرض,1100000.0,480.0,2291,30/12/2025,مكة المكرمة,جده,طيبة,249 / ج / س,530 / ب,,,,,39.137064,21.81714,1,,وزارة العدل,2025
34197418,سكني,شقة,455000.0,104.91,4337,30/12/2025,مكة المكرمة,جده,الصفاء,3 / 365 / ع,4 / 1,,,,,,,-1,,وزارة العدل,2025
34197413,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,54 / 1,,,,,46.753992,24.657634,1,,وزارة العدل,2025
34197295,سكني,شقة,375000.0,201.81,1858,30/12/2025,مكة المكرمة,جده,الصفاء,30 / ب / المعدل,2 / 3,,,,,,,-1,,وزارة العدل,2025
34197112,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,54 / 2,,,,,46.753992,24.657634,1,,وزارة العدل,2025
34196811,سكني,قطعة أرض,903744.0,299.08,3021,30/12/2025,الرياض,الرياض,الصفاء,908,75 / 1,,,,,46.755645,24.656721,1,,وزارة العدل,2025
34196544,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,96 / 1,,,,,46.755601,24.656172,1,,وزارة العدل,2025
34196314,سكني,شقة,375000.0,201.81,1858,30/12/2025,مكة المكرمة,جده,الصفاء,30 / ب / المعدل,1 / 3,,,,,,,-1,,وزارة العدل,2025
34196239,سكني,قطعة أرض,905255.0,299.58,3021,30/12/2025,الرياض,الرياض,الصفاء,908,74 / 1,,,,,46.755387,24.656706,1,,وزارة العدل,2025
34196037,سكني,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,95,,,سكنى / سكني / مباني سكنية,595.8,46.755517,24.656396,0,,وزارة العدل,2025
34195833,سكني,شقة,500000.0,137.94,3624,30/12/2025,مكة المكرمة,جده,الصفاء,30 / ب / المعدل,2 / أ,,,,,,,-1,,وزارة العدل,2025
34195715,سكني,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,86,,,سكنى / سكني / مباني سكنية,596.0,46.755971,24.656867,0,,وزارة العدل,2025
34195711,سكني,شقة,750000.0,89.7,8361,30/12/2025,الرياض,الرياض,الصفاء,3203 / 1,1 / ح1,,,,,46.756535,24.656299,4,,وزارة العدل,2025
34195695,سكني,شقة,735000.0,306.28,2399,30/12/2025,الرياض,الرياض,عكاظ,3027 / 2,1 / أ,,,,,46.669984,24.496495,4,,وزارة العدل,2025
34195487,سكني,قطعة أرض,3000000.0,1408.0,2130,30/12/2025,الرياض,الرياض,المهدية,2566,عدد العقارات 2-8326-8324,,,,,46.479701,24.634104,4,,وزارة العدل,2025
34195365,سكني,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,87,,,سكنى / سكني / مباني سكنية,596.0,46.756057,24.656653,0,,وزارة العدل,2025
34195194,سكني,شقة,375000.0,201.81,1858,30/12/2025,مكة المكرمة,جده,الصفاء,30 / ب / المعدل,1 / 2,,,,,,,-1,,وزارة العدل,2025
34190242,تجاري,قطعة أرض,1800328.0,2250.41,800,30/12/2025,الرياض,الرياض,الشفاء,3027 / أ,110,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,667.2,46.682458,24.516441,0,,وزارة العدل,2025
34190130,سكني,شقة,532000.0,142.89,3723,30/12/2025,مكة المكرمة,جده,الصفاء,82 / ب,4 / 1,,,,,,,-1,,وزارة العدل,2025
34190058,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,101 / 2,,,,,46.754857,24.656141,1,,وزارة العدل,2025
34189915,سكني,قطعة أرض,50000.0,619.96,80,30/12/2025,المدينة المنورة,المهد,الشفاء,999 / و,48,,,,,,,-1,,وزارة العدل,2025
34189342,سكني,قطعة أرض,95000.0,600.0,158,30/12/2025,الرياض,الدوادمي,طيبة,988,410,,,,,,,-1,,وزارة العدل,2025
34189030,سكني,قطعة أرض,1068195.0,628.35,1700,30/12/2025,الشرقية,الدمام,طيبة,ش د 1556 معدل,52 / 1 / 3,,,,,,,-1,,وزارة العدل,2025
34188162,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,73 / 2,,,,,46.755549,24.656938,1,,وزارة العدل,2025
34187283,سكني,شقة,575000.0,162.85,3530,30/12/2025,مكة المكرمة,جده,السليمانية,3 / 206 / ع,3 / 2,,,,,,,-1,,وزارة العدل,2025
34187199,سكني,قطعة أرض,1112834.0,300.0,3709,30/12/2025,الرياض,الرياض,عكاظ,3235,1553/1,,,,,46.66721,24.5238,1,,وزارة العدل,2025
34186055,سكني,شقة,360000.0,98.7,3647,30/12/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,3 / 2,,,,,,,-1,,وزارة العدل,2025
34185664,تجاري,قطعة أرض,400000.0,910.0,439,30/12/2025,الشرقية,حفر الباطن,الصفاء,71 / ح,358,,,,,,,-1,,وزارة العدل,2025
34185039,سكني,قطعة أرض,348089.0,500.0,696,30/12/2025,الجوف,سكاكا,السليمانية,10 / 1 / 2 / 1430,74,,,,,,,-1,,وزارة العدل,2025
34182901,سكني,شقة,400045.0,87.13,4591,30/12/2025,الرياض,الرياض,الشفاء,2697,3 / 1,,,,,46.710438,24.561909,4,,وزارة العدل,2025
34174141,تجاري,قطعة أرض,2001907.0,662.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,85,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,596.2,46.756183,24.656989,0,,وزارة العدل,2025
34173771,تجاري,قطعة أرض,1888592.0,625.0,3021,30/12/2025,الرياض,الرياض,الصفاء,908,46,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,595.8,46.754655,24.657891,0,,وزارة العدل,2025
34173652,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,103 / 1,,,,,46.754522,24.656355,1,,وزارة العدل,2025
34173319,سكني,قطعة أرض,925410.0,306.25,3021,30/12/2025,الرياض,الرياض,الصفاء,908,58 / 1,,,,,46.753953,24.657086,1,,وزارة العدل,2025
34142789,سكني,قطعة أرض,0.0,1451.11,0,30/12/2025,الشرقية,الدمام,طيبة,740/ 1,28,,,تجارى /  تجاري متنوع,15.7,50.044052,26.360536,0,,وزارة العدل,2025
34142600,سكني,قطعة أرض,0.0,1494.95,0,30/12/2025,الشرقية,الدمام,طيبة,740/ 1,24,,,تجارى /  تجاري متنوع,16.8,50.044524,26.360872,0,,وزارة العدل,2025
100006015820000220251230,سكني,أرض فضاء,677700.0,191.84,3533,30/12/2025,الرياض,الرياض,طيبة,3533,3  / 8 / 2959,,,,0.0,46.807307,24.542238,0,,السجل العقاري,2025
175256760000000020251230,تجاري,أرض فضاء,15782760.0,1753.64,9000,30/12/2025,الرياض,الرياض,النرجس,3876,29,,,,660.9,46.678725,24.824449,0,,السجل العقاري,2025
185304861610000320251230,سكني,مبنى سكني,1380000.0,100.7,13704,30/12/2025,الرياض,الرياض,النرجس,3205,325 / 1 / 1 / 15,,,,0.0,46.641026,24.874816,0,,السجل العقاري,2025
330935803530008920251230,سكني,مبنى سكني,748200.0,120.01,6234,30/12/2025,الرياض,الرياض,النرجس,2357,91,,,متعددة الإستخدام / متعدد الاستخدام / سكنى - تجاري,673.6,46.623646,24.914068,0,,السجل العقاري,2025
332717445350002120251230,سكني,أرض فضاء,1170000.0,154.3,7583,30/12/2025,الرياض,الرياض,النرجس,3236/5,5,س 221,1.2,سكنى / سكني / مباني سكنية متعددة الوحدات,685.7,46.633274,24.900774,0,,السجل العقاري,2025
338062923390000020251230,سكني,مبنى سكني,420000.0,454.0,925,30/12/2025,القصيم,عنيزة,الشفاء,471,157,,,,0.0,43.992935,26.087371,0,,السجل العقاري,2025
358857431850000020251230,سكني,أرض فضاء,477999.99,1500.0,319,30/12/2025,الرياض,الرياض,القادسية,3178,331,س 221,1.2,سكنى / سكني / عمارة سكنية,585.1,46.817547,24.801988,0,,السجل العقاري,2025
363634772460000020251230,تجاري,أرض فضاء,12982860.0,1442.54,9000,30/12/2025,الرياض,الرياض,النرجس,3876,32,,,,661.1,46.679563,24.824801,0,,السجل العقاري,2025
416955251570000820251230,سكني,أرض فضاء,1200000.0,189.07,6347,30/12/2025,الرياض,الرياض,القادسية,3178,620,س 221,1.2,سكنى / سكني / عمارة سكنية,585.6,46.815357,24.803089,0,,السجل العقاري,2025
439790379480000020251230,سكني,أرض فضاء,56700000.0,8100.0,7000,30/12/2025,الرياض,الرياض,النرجس,2737 ,115 / 105,,,,0.0,46.684239,24.823389,0,,السجل العقاري,2025
451735246330000020251230,سكني,أرض فضاء,130000.0,840.0,155,30/12/2025,القصيم,رياض الخبراء,طيبة,ق / 305,279,,,,0.0,43.555051,26.09407,0,,السجل العقاري,2025
482271974620000220251230,سكني,مبنى سكني,320000.0,132.48,2415,30/12/2025,القصيم,عنيزة,السليمانية,408/ق,162,,,,0.0,44.006631,26.083381,0,,السجل العقاري,2025
482271974620000320251230,سكني,مبنى سكني,60000.0,132.37,453,30/12/2025,القصيم,عنيزة,السليمانية,408/ق,162,,,,0.0,44.006631,26.083381,0,,السجل العقاري,2025
507051284750000020251230,تجاري,أرض فضاء,22786650.0,2531.85,9000,30/12/2025,الرياض,الرياض,النرجس,3876,9,,,,680.2,46.678496,24.818414,0,,السجل العقاري,2025
542996637150000020251230,تجاري,مبنى تجاري,24500000.0,1250.0,19600,30/12/2025,الرياض,الرياض,حطين,2453,27 / 3,,,تجارى / خدمات تجارية / مستودع,678.9,46.597657,24.756307,0,,السجل العقاري,2025
688039334910000020251230,سكني,أرض فضاء,420000.0,349.998,1200,30/12/2025,الرياض,الرياض,طيبة,3533,1553,,,,0.0,46.805006,24.545753,0,,السجل العقاري,2025
851326870180000020251230,سكني,أرض فضاء,130000.0,750.0,173,30/12/2025,القصيم,رياض الخبراء,طيبة,305 / ق,463,,,,0.0,43.55014,26.088755,0,,السجل العقاري,2025
851535597410000020251230,تجاري,مستودع,13500000.0,10000.0,1350,30/12/2025,الرياض,الرياض,طيبة,196,62 / د,,,,566.6,46.835604,24.565757,0,,السجل العقاري,2025
992393368770000020251230,سكني,مبنى سكني,1770856.0,325.0,5449,30/12/2025,الرياض,الرياض,عكاظ,3027/أ,696 / 2 / 1 / 1,,,,0.0,46.688386,24.512481,0,,السجل العقاري,2025
34203561,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,97 / 1,,,,,46.755354,24.656161,1,,وزارة العدل,2025
34203215,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,99 / 1,,,,,46.755018,24.656375,1,,وزارة العدل,2025
34203091,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,98 / 2,,,,,46.755268,24.656385,1,,وزارة العدل,2025
34202911,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,103 / 2,,,,,46.754522,24.656355,1,,وزارة العدل,2025
34202589,سكني,قطعة أرض,1850820.0,612.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,72,,,سكنى / سكني / مباني سكنية,595.8,46.755292,24.65692,0,,وزارة العدل,2025
34202386,سكني,قطعة أرض,1932165.0,639.42,3021,30/12/2025,الرياض,الرياض,الصفاء,908,93,,,سكنى / سكني / مباني سكنية,595.9,46.755855,24.656177,0,,وزارة العدل,2025
34202207,سكني,قطعة أرض,944296.0,312.5,3021,30/12/2025,الرياض,الرياض,الصفاء,908,96 / 2,,,,,46.755601,24.656172,1,,وزارة العدل,2025
990057937070000020251229,تجاري,أرض فضاء,26131665.0,2422.75,10786,29/12/2025,الرياض,الرياض,النرجس,3885,تجاري / 7,,,تجارى / تجاري / مباني تجاريه,668.0,46.656027,24.83895,0,,السجل العقاري,2025
34152957,سكني,شقة,770000.0,172.4,4466,29/12/2025,تبوك,تبوك,الصفاء,570/ 38/ ت,1/أ,,,,,,,-1,,وزارة العدل,2025
34152726,سكني,قطعة أرض,40000.0,595.5,67,29/12/2025,تبوك,تيماء,الشفاء,104,1242,,,,,,,-1,,وزارة العدل,2025
34152573,أخرى,أخرى,105000.0,500.0,210,29/12/2025,الرياض,روضة سدير,الشفاء,29,304,,,,,,,-1,,وزارة العدل,2025
34152382,سكني,قطعة أرض,600000.0,795.5,754,29/12/2025,حايل,حائل,الشفاء,799,1043,,,,,,,-1,,وزارة العدل,2025
34151701,سكني,قطعة أرض,300000.0,714.5,419,29/12/2025,الشرقية,حفر الباطن,الصفاء,ش-ر-89 / ح / 1421,16,,,,,,,-1,,وزارة العدل,2025
34150809,سكني,شقة,1269000.0,146.12,8684,29/12/2025,الرياض,الرياض,حطين,بدون,1 / 1,,,,,,,-1,,وزارة العدل,2025
34150583,سكني,قطعة أرض,130000.0,563.76,230,29/12/2025,الرياض,الغاط,الغدير,1182,22 / أ,,,,,,,-1,,وزارة العدل,2025
34143413,سكني,قطعة أرض,100000.0,600.0,166,29/12/2025,الرياض,الدوادمي,طيبة,988,2646,,,,,,,-1,,وزارة العدل,2025
34142562,سكني,شقة,430000.0,137.99,3116,29/12/2025,مكة المكرمة,جده,الصفاء,3 / 465 / ع,4 / 3,,,,,,,-1,,وزارة العدل,2025
34141250,سكني,قطعة أرض,75000.0,400.0,187,29/12/2025,الشرقية,حفر الباطن,الشفاء,12/ ح,2,,,,,,,-1,,وزارة العدل,2025
34141234,سكني,قطعة أرض,130000.0,675.0,192,29/12/2025,الرياض,مرات,الشفاء,458,43,,,,,,,-1,,وزارة العدل,2025
34139621,سكني,قطعة أرض,1357528.0,480.0,2828,29/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2274,,,سكنى / سكني / فيلا أسرة واحدة,627.3,46.765858,24.67212,0,,وزارة العدل,2025
34139531,سكني,قطعة أرض,1131273.0,400.0,2828,29/12/2025,الرياض,الرياض,الصفاء,3203 / 1,2316,,,سكنى / سكني / فيلا أسرة واحدة,628.5,46.762261,24.672425,0,,وزارة العدل,2025
