listing_id,url,district,price,area_sqm,rooms,predicted_annual_rent,expected_yield_pct
6685684,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-أبي-الحسين-الأزدي-حي-طويق-مدينة-الرياض-منطقة-الرياض-6685684,حي طويق,540000.0,95.0,3.0,35630.266317941314,6.6
6716582,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-المروة/شارع-ناصر-الحصام-حي-المروة-مدينة-الرياض-منطقة-الرياض-6716582,حي المروة,520000.0,124.0,4.0,34302.76074527325,6.6
6564620,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-عبداللطيف-بن-المبارك-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6564620,حي المهدية,790000.0,140.0,3.0,52116.86437543936,6.6
6466307,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/حي-الرمال-مدينة-الرياض-منطقة-الرياض-6466307,حي الرمال,850000.0,179.0,5.0,56070.06686887186,6.6
6710323,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-السليمانية/حي-شارع-الأمير-فهد-بن-سعد-بن-عبدالرحمن-حي-السليمانية-الرياض-منطقة-الرياض-6710323,حي السليمانية,1500000.0,118.0,2.0,98936.94438982452,6.6
6564963,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-عبداللطيف-بن-المبارك-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6564963,حي المهدية,790000.0,140.0,3.0,52116.86437543936,6.6
6670956,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-أبي-الحسين-الأزدي-حي-طويق-مدينة-الرياض-منطقة-الرياض-6670956,حي طويق,550000.0,91.0,3.0,36326.57324434824,6.6
6694067,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-اشبيلية/شارع-بحر-العرب-حي-إشبيلية-مدينة-الرياض-منطقة-الرياض-6694067,حي اشبيلية,850000.0,192.0,5.0,56092.72771376027,6.6
6617688,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-حطين/شارع-سويد-بن-حارثة-حي-حطين-مدينة-الرياض-منطقة-الرياض-6617688,حي حطين,1200000.0,121.0,3.0,79024.64693722938,6.59
6782413,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-ظهرة-البديعة/شارع-آل-ثنيان-حي-ظهرة-البديعة-مدينة-الرياض-منطقة-الرياض-6782413,حي ظهرة البديعة,620000.0,115.0,2.0,40851.3737085137,6.59
6732893,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-حطين/شارع-التحلية-حي-حطين-مدينة-الرياض-منطقة-الرياض-6732893,حي حطين,1400000.0,165.0,3.0,92285.14120106412,6.59
6585893,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الياسمين/شارع-شهيد-الدين-ثم-الوطن-عبدالله-عبدالرحمن-حي-الياسمين-مدينة-الرياض-منطقة-الرياض-6585893,حي الياسمين,1700000.0,135.0,3.0,112038.75166481842,6.59
6320759,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-بدر/شارع-القلاع-حي-بدر-مدينة-الرياض-منطقة-الرياض-6320759,حي بدر,570000.0,190.0,5.0,37564.14160654159,6.59
6637972,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-عبدالقادر-بن-عبدالوارث-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6637972,حي المهدية,900000.0,180.0,3.0,59333.334361610614,6.59
6741135,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-ابن-المهاجر-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6741135,حي المهدية,800000.0,138.0,4.0,52704.42788692789,6.59
