listing_id,url,title,price,rent_period,area_sqm,rooms,bathrooms,livings,age_years,district,city,direction,description,latitude,longitude,images,images_count,advertiser_name,advertiser_company,advertiser_type,created_at,published_at,last_update,views,date_scraped,price_per_sqm,anomaly_score,is_anomaly,السبب_المرجّح
6682137,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-حطين/شارع-السراب-حي-حطين-مدينة-الرياض-منطقة-الرياض-6682137,"شقة للإيجار في شارع السراب, حي حطين, مدينة الرياض, منطقة الرياض",140000.0,,500.0,2.0,2.0,1.0,6.0,حي حطين,الرياض,شمال الرياض,شقة مميزة ومؤثثة بالكامل للايجار السنوي حي حطين اطلالة المسبح ومنطقة الترفيه وبها سطح خاص,24.758973,46.600448,https://images.aqar.fm/webp/750x0/props/028784192_1777918433828.jpg | https://images.aqar.fm/webp/750x0/props/028784190_1777918434208.jpg | https://images.aqar.fm/webp/750x0/props/028784194_1777918434730.jpg | https://images.aqar.fm/webp/750x0/props/028784196_1777918434968.jpg | https://images.aqar.fm/webp/750x0/props/028784192_1777918435138.jpg | https://images.aqar.fm/webp/750x0/props/028784195_1777918435352.jpg | https://images.aqar.fm/webp/750x0/props/028784197_1777918435556.jpg | https://images.aqar.fm/webp/750x0/props/028784193_1777918435840.jpg | https://images.aqar.fm/webp/750x0/props/028784198_1777918436106.jpg | https://images.aqar.fm/webp/750x0/props/028784196_1777918436388.jpg | https://images.aqar.fm/webp/750x0/props/028784196_1777918436650.jpg | https://images.aqar.fm/webp/750x0/props/028784191_1777918436928.jpg | https://images.aqar.fm/webp/750x0/props/028784197_1777918437246.jpg | https://images.aqar.fm/webp/750x0/props/028784190_1777918437389.jpg,14.0,عبدالرحمن عبدالعزيز محمد الدعيجي,شركة ماب كي للخدمات التسويقية,1.0,2026-05-04,2026-07-02,2026-07-23,393.0,2026-07-23,280.0,-0.08647202406585719,True,مساحة كبيرة مقابل الغرف (شقة فاخرة/تصميم غير معتاد)
6815921,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-طريق-الملك-فهد-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6815921,"شقة للإيجار في شارع طريق الملك فهد, حي الصحافة, مدينة الرياض, منطقة الرياض",160000.0,3.0,97.0,1.0,2.0,0.0,6.0,حي الصحافة,الرياض,شمال الرياض,"Furnished Apartment at RAFAL’S TAWER on the 60th floor, with incredible view at the King Abdullah financial district and King Fahad’s Rd.

By the owner directly.
1- Private Parking, and free valet solution.
2- storege room on the same floor. 
3- private Gym 24/7
4- meeting room at the share area.
 5-6 designated lefts.
6- high security 24/7.
7- Access to a shared area on the top roof.

‏‎شقة في برج رافال الدور 60 من المالك مباشرة
‏‎مؤثثة بالكامل .
‏‎يوجد موقف خاص بالشقة بالقبو، مع خدمة مجانية لصف السيارات.
‏‎مستودع 8 في 1 في نفس الدور.
‏‎مطلة على المركز المالي وعلى طريق الملك فهد بإتجاه الجنوب .
اطلالة كاملة على منطقة البوليفارد.

‏‎ملاحظة:
لمزيد من التفاصيل الرجاء عن طريق الواتس اب",24.791734,46.632248,https://images.aqar.fm/webp/750x0/props/014103380_1754388879193.jpg,1.0,محمد خالد عبدالعزيز,,,2026-08-11,2026-08-11,2026-08-11,3.0,2026-08-12,1649.4845360824743,-0.08636971718661779,True,سعر مرتفع جدًا عن متوسط الحي (فخامة على الأغلب)
6764127,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-المصيف/شارع-الحسين-بن-علي-حي-المصيف-مدينة-الرياض-منطقة-الرياض-6764127,"شقة للإيجار في شارع الحسين بن علي, حي المصيف, مدينة الرياض, منطقة الرياض",240000.0,,168.0,2.0,2.0,1.0,8.0,حي المصيف,الرياض,شمال الرياض,"برج داماك
غرفه وصاله فندقيه فاخره مؤثثه بالكامل - حي العليا - الرياض

استمتع بتجربة سكن راقية في أحد أفضل المواقع الحيوية بمدينة الرياض، حيث تجمع الشقه بين الفخامة والراحة والموقع الاستراتيجي المميز.

 الموقع: حي العليا – طريق الملك فهد – أمام برج المملكة مباشرة
المساحة: 168 م²

مواصفات الوحدة:
✔️ تأثيث فندقي فاخر ومتكامل
✔️ تصميم عصري وأنيق
✔️ 1 غرف نوم ماستر
✔️ مطبخ مجهز
✔️ 2 دورة مياه
✔️  صاله متوسطه مع طاوله طعام ٤ اشخاص
✔️ دور مرتفع 
✔️ جاهز للسكن الفوري

مميزات الموقع:
 أمام برج المملكة مباشرة
 في قلب حي العليا التجاري
 قريب من المراكز التجارية والمطاعم والمقاهي الراقية
 سهولة الوصول إلى جميع أنحاء الرياض عبر طريق الملك فهد

 الإيجار السنوي: 240000 ريال

الوحدة مناسبة لرجال الأعمال والموظفين والزوار الباحثين عن إقامة راقية وموقع استثنائي في قلب العاصمة.

 للتواصل والاستفسار
((الرقم يظهر عند الضغط على اتصال))
((الرقم يظهر عند الضغط على اتصال))",24.767257,46.682785,https://images.aqar.fm/webp/750x0/props/041517845_1783439891579.jpg | https://images.aqar.fm/webp/750x0/props/041517844_1783439891456.jpg | https://images.aqar.fm/webp/750x0/props/041517843_1783439891467.jpg | https://images.aqar.fm/webp/750x0/props/041517848_1783439891628.jpg | https://images.aqar.fm/webp/750x0/props/041517845_1783439891820.jpg | https://images.aqar.fm/webp/750x0/props/041517846_1783439891987.jpg | https://images.aqar.fm/webp/750x0/props/041517843_1783439892148.jpg | https://images.aqar.fm/webp/750x0/props/041517844_1783439892315.jpg | https://images.aqar.fm/webp/750x0/props/041517849_1783439892538.jpg | https://images.aqar.fm/webp/750x0/props/041517847_1783439892723.jpg | https://images.aqar.fm/webp/750x0/props/041517848_1783439892957.jpg | https://images.aqar.fm/webp/750x0/props/041517848_1783439893141.jpg | https://images.aqar.fm/webp/750x0/props/041517848_1783439893333.jpg | https://images.aqar.fm/webp/750x0/props/041517841_1783439893501.jpg | https://images.aqar.fm/webp/750x0/props/041517842_1783439893705.jpg | https://images.aqar.fm/webp/750x0/props/041517848_1783439893909.jpg | https://images.aqar.fm/webp/750x0/props/041517848_1783439894075.jpg | https://images.aqar.fm/webp/750x0/props/041517849_1783439894272.jpg,18.0,شهد فيصل,شركة خوالد الأولى العقارية شركة شخص واحد,1.0,2026-07-07,2026-07-07,2026-07-22,153.0,2026-07-23,1428.5714285714287,-0.08628198678912169,True,سعر مرتفع جدًا عن متوسط الرياض (فخامة على الأغلب)
6726036,https://sa.aqar.fm/شقق-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/شارع-المدينه-المنوره-حي-العريجاء-الغربي-مدينة-الرياض-منطقة-الرياض-6726036,"شقة للإيجار في شارع المدينه المنوره, حي العريجاء الغربي, مدينة الرياض, منطقة الرياض",8500.0,3.0,350.0,7.0,3.0,0.0,0.0,حي العريجاء الغربية,الرياض,غرب الرياض,"📍 الرياض،حي طويق بالقرب من محطة المترو (مخرج 28)
شقة بتشطيب فاخر وعصري في عمارة جديدة تماماً لم تُسكن من قبل. تتميز بأنظمة أمان ذكية وموقع استراتيجي هادئ وقريب جداً من المترو وكافة الخدمات والمرافق الرئيسية.
🏡 تفاصيل العقار
مناسبه للشركات والمؤسسات 
• 🏗️ نوع العقار: شقة فاخرة للإيجار دور ارضي مدخل خاص  ودخول ذكي  (عمارة جديدة - أول ساكن)
• 🔑 ميزة الأمان: نظام دخول ذكي بالبصمة + كاميرات مراقبة للعمارة
•
• 🍽️ المطبخ: راكب بالكامل
🛋️ التقسيم الداخل• 🛋️
• 🛏️ 7 غرف نوم مريحة مع كل غرفه دوره مياه 
• 🍳 مطبخ راكب

💰 التفاصيل المالية
• 💵 قيمة الإيجار: 85000 الف ريال سعودي",24.573379,46.596043,https://images.aqar.fm/webp/750x0/props/045632318_1781022125788.jpg | https://images.aqar.fm/webp/750x0/props/045632312_1781022125666.jpg | https://images.aqar.fm/webp/750x0/props/045632318_1781022126092.jpg | https://images.aqar.fm/webp/750x0/props/045632316_1781022125664.jpg | https://images.aqar.fm/webp/750x0/props/045632318_1781022125667.jpg,5.0,عبدالعزيز عبدالكريم عبدالرحمن المنيعي,مكتب بصمة ثري للتطوير والاستثمار العقاري,1.0,2026-06-09,2026-07-08,2026-07-21,210.0,2026-07-23,24.285714285714285,-0.08582835269549705,True,سعر منخفض جدًا عن متوسط الحي (فرصة محتملة)
6412888,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-النخيل/شارع-ابي-العاص-بن-الربيع-حي-النخيل-مدينة-الرياض-منطقة-الرياض-6412888,"شقة للإيجار في شارع ابي العاص بن الربيع, حي النخيل, مدينة الرياض, منطقة الرياض",143880.0,3.0,80.0,1.0,1.0,1.0,0.0,حي النخيل,الرياض,شمال الرياض,"ستاي النخيل (وحدات سكنية مؤثثة)
نخلق تجربة لنمط حياة مختلف في موقع مثالي ما بين أكبر مراكز الأعمال والجامعات العالمية عبر منازل ذكية محيطة بالمناطق الخارجية التي تحتضن حمامات السباحة ومراكز اللياقة البدنية وصالات استقبال مع مختلف الخدمات من صيانة وتنظيف وغسيل سيارات.
عقود سنوية / 6 اشهر / 3 اشهر او شهرية ودفعات حسب اختيار المستأجر
https://stay.sa/alnakheel-plans/",24.744323,46.6136,https://images.aqar.fm/webp/750x0/props/006489521_1759759409828.jpg | https://images.aqar.fm/webp/750x0/props/006489526_1759759392263.jpg | https://images.aqar.fm/webp/750x0/props/006489527_1759759392267.jpg | https://images.aqar.fm/webp/750x0/props/006489524_1759759392265.jpg | https://images.aqar.fm/webp/750x0/props/006489529_1759759392277.jpg | https://images.aqar.fm/webp/750x0/props/006489528_1759759392281.jpg | https://images.aqar.fm/webp/750x0/props/006489523_1759759409811.jpg | https://images.aqar.fm/webp/750x0/props/006489525_1759759409809.jpg | https://images.aqar.fm/webp/750x0/props/006489528_1759759409818.jpg | https://images.aqar.fm/webp/750x0/props/006489525_1759759409826.jpg | https://images.aqar.fm/webp/750x0/props/006489523_1759759437940.jpg | https://images.aqar.fm/webp/750x0/props/006489527_1759759509573.jpg | https://images.aqar.fm/webp/750x0/props/006489527_1759759554021.jpg | https://images.aqar.fm/webp/750x0/props/006489525_1759759554025.jpg | https://images.aqar.fm/webp/750x0/props/006489521_1759759554017.jpg | https://images.aqar.fm/webp/750x0/props/006489520_1759759554015.jpg | https://images.aqar.fm/webp/750x0/props/006489523_1759759587879.jpg | https://images.aqar.fm/webp/750x0/props/006489528_1759759871941.jpg | https://images.aqar.fm/webp/750x0/props/006489526_1770640864525.jpg | https://images.aqar.fm/webp/750x0/props/006489525_1770640865037.jpg,20.0,ريما عبدالله بن عبدالعزيز القاسم,شركة إس تي إيه واي,1.0,2025-10-06,2025-10-06,2026-07-21,9632.0,2026-07-23,1798.5,-0.08549191978902859,True,سعر مرتفع جدًا عن متوسط الرياض (فخامة على الأغلب)
6806072,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-رقم-26-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6806072,"شقة للإيجار في شارع رقم 26, حي الصحافة, مدينة الرياض, منطقة الرياض",170000.0,3.0,89.0,2.0,2.0,1.0,0.0,حي الصحافة,الرياض,شمال الرياض,"🏙️ للإيجار | شقة فاخرة في برج جود 9

✨ الدور 17
🌇 إطلالة بانورامية مباشرة على طريق الملك فهد، برج رافال، وحي الصحافة.

📐 مكونات الشقة:
🛏️ غرفة نوم ماستر
🛏️ غرفة نوم
🛋️ صالة واسعة
👩‍🍳 غرفة خادمة
🍽️ مطبخ
❄️ المكيفات راكبة
🪟 نوافذ واسعة بإطلالات مباشرة
🌿 بلكونة ممتدة على كامل واجهة الشقة

🏢 خدمات البرج:
🏋️‍♂️ نادي رياضي
🏊 مسبح
🚗 موقف خاص في القبو

💰 الإيجار:
✅ 170,000 ريال دفعة واحدة
✅ 180,000 ريال على دفعتين",24.793444,46.633771,https://images.aqar.fm/webp/750x0/props/018760173_1785863499322.jpg | https://images.aqar.fm/webp/750x0/props/018760177_1785863575255.jpg | https://images.aqar.fm/webp/750x0/props/018760172_1785863575246.jpg | https://images.aqar.fm/webp/750x0/props/018760173_1785863575310.jpg | https://images.aqar.fm/webp/750x0/props/018760175_1785863575248.jpg | https://images.aqar.fm/webp/750x0/props/018760173_1785863575376.jpg | https://images.aqar.fm/webp/750x0/props/018760177_1785863575121.jpg | https://images.aqar.fm/webp/750x0/props/018760178_1785863575176.jpg | https://images.aqar.fm/webp/750x0/props/018760179_1785863575331.jpg | https://images.aqar.fm/webp/750x0/props/018760173_1785863615901.jpg | https://images.aqar.fm/webp/750x0/props/018760172_1785863615920.jpg | https://images.aqar.fm/webp/750x0/props/018760173_1785863616156.jpg | https://images.aqar.fm/webp/750x0/props/018760172_1785863615921.jpg | https://images.aqar.fm/webp/750x0/props/018760173_1785863615890.jpg,14.0,عبدالاله حمد بن عبدالرحمن التميمي,,,2026-08-04,2026-08-04,2026-08-04,6.0,2026-08-05,1910.112359550562,-0.0846793129698038,True,سعر مرتفع جدًا عن متوسط الحي (فخامة على الأغلب)
6828404,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-رقم-26-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6828404,"شقة للإيجار في شارع رقم 26, حي الصحافة, مدينة الرياض, منطقة الرياض",170000.0,3.0,89.0,2.0,3.0,1.0,0.0,حي الصحافة,الرياض,شمال الرياض,$5c,24.793613,46.633571,https://images.aqar.fm/webp/750x0/props/013243538_1787027495452.jpg | https://images.aqar.fm/webp/750x0/props/013243539_1787027553405.jpg | https://images.aqar.fm/webp/750x0/props/013243531_1787027553410.jpg | https://images.aqar.fm/webp/750x0/props/013243531_1787027553398.jpg | https://images.aqar.fm/webp/750x0/props/013243537_1787027675767.jpg | https://images.aqar.fm/webp/750x0/props/013243539_1787027675765.jpg | https://images.aqar.fm/webp/750x0/props/013243530_1787027710663.jpg | https://images.aqar.fm/webp/750x0/props/013243538_1787027757626.jpg | https://images.aqar.fm/webp/750x0/props/013243530_1787027803777.jpg | https://images.aqar.fm/webp/750x0/props/013243532_1787027803788.jpg | https://images.aqar.fm/webp/750x0/props/013243538_1787027821791.jpg | https://images.aqar.fm/webp/750x0/props/013243532_1787027821787.jpg | https://images.aqar.fm/webp/750x0/props/013243535_1787028326355.jpg | https://images.aqar.fm/webp/750x0/props/013243531_1787028326347.jpg | https://images.aqar.fm/webp/750x0/props/013243537_1787028351474.jpg | https://images.aqar.fm/webp/750x0/props/013243538_1787028379872.jpg | https://images.aqar.fm/webp/750x0/props/013243534_1787028379868.jpg,17.0,عبدالرحمن ابراهيم,مؤسسة لان الأعمال العقارية,1.0,2026-08-18,2026-08-18,2026-08-18,3.0,2026-08-18,1910.112359550562,-0.0846793129698038,True,سعر مرتفع جدًا عن متوسط الحي (فخامة على الأغلب)
6810973,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-رقم-26-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6810973,"شقة للإيجار في شارع رقم 26, حي الصحافة, مدينة الرياض, منطقة الرياض",170000.0,,89.0,2.0,3.0,1.0,0.0,حي الصحافة,الرياض,شمال الرياض,"شقه #A17
رقم الإعلان: 3189
لحجز موعد او الاطلاع على وحدات أخرى نرجو زيارة موقع عمَار الالكتروني http://aamar.sa/units/3189
الأسعار:
دفعة واحدة: 170000 ريال
دفعتين: 180000 ريال
تفاصيل الوحدة:
2 غرف نوم + 3 دورات مياه
صالة(1)
مطبخ (AMERICAN) (راكب)
مكيفات 1 (راكب)
غرفة خادمة
منطقة خارجية (NONE)
موقف خاص (UNDERGROUND)
قفل ذكي
ميزات موقع العقار:
🛣️ طريق الملك فهد الفرعي — 5 دقائق 🏥 المستشفى السعودي الألماني – الرياض — 5 دقائق 🛍️ سولتير مول — 6 دقائق 🏙️ الـ KAFD — 14 دقيقة 🚏 موقف باص الصحافة 502",24.793394,46.633356,https://images.aqar.fm/webp/750x0/props/002230599_1786194415059.jpg | https://images.aqar.fm/webp/750x0/props/002230591_1786194415488.jpg | https://images.aqar.fm/webp/750x0/props/002230594_1786194415716.jpg | https://images.aqar.fm/webp/750x0/props/002230595_1786194415916.jpg | https://images.aqar.fm/webp/750x0/props/002230594_1786194416109.jpg | https://images.aqar.fm/webp/750x0/props/002230595_1786194416311.jpg | https://images.aqar.fm/webp/750x0/props/002230598_1786194416517.jpg | https://images.aqar.fm/webp/750x0/props/002230595_1786194416737.jpg | https://images.aqar.fm/webp/750x0/props/002230599_1786194416926.jpg | https://images.aqar.fm/webp/750x0/props/002230594_1786194417138.jpg | https://images.aqar.fm/webp/750x0/props/002230598_1786194417353.jpg | https://images.aqar.fm/webp/750x0/props/002230597_1786194417564.jpg | https://images.aqar.fm/webp/750x0/props/002230592_1786194417766.jpg | https://images.aqar.fm/webp/750x0/props/002230593_1786194417994.jpg | https://images.aqar.fm/webp/750x0/props/002230595_1786194418223.jpg | https://images.aqar.fm/webp/750x0/props/002230592_1786194418461.jpg,16.0,فيصل منصور,شركة دارة عمار لتقنية المعلومات ,1.0,2026-08-08,2026-08-08,2026-08-08,9.0,2026-08-08,1910.112359550562,-0.0846793129698038,True,سعر مرتفع جدًا عن متوسط الحي (فخامة على الأغلب)
6826949,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-وادي-الشوكة-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6826949,"شقة للإيجار في شارع وادي الشوكة, حي الصحافة, مدينة الرياض, منطقة الرياض",160000.0,,82.0,3.0,2.0,1.0,0.0,حي الصحافة,الرياض,شمال الرياض,"شقة مؤثثة للإيجار – شمال الرياض | حي الصحافة
Furnished Apartment for Rent – North Riyadh | Al Sahafah District

فرصة مميزة لاستئجار شقة مؤثثة بالكامل في حي الصحافة، تتميز بموقع مميز ومرافق متكاملة توفر الراحة والخصوصية.
A great opportunity to rent a fully furnished apartment in Al Sahafah District, featuring a prime location and excellent facilities for comfort and convenience.

🔹 مواصفات الشقة / Apartment Specifications:

• غرفتين نوم
• 2 Bedrooms
• غرفة خادمة
• Maid's Room
• مطبخ
• Kitchen
• 2 دورات مياه
• 2 Bathrooms
• بلكونة
• Balcony
• مؤثثة بالكامل
• Fully Furnished

 المميزات / Features:

• نادي رياضي
• Fitness Center
• لاونج
• Lounge
• موقف سيارة خاص
• Private Parking
• موقع مميز شمال الرياض
• Prime Location in North Riyadh
• قريبة من الطرق الرئيسية والخدمات
• Close to Main Roads and Essential Services

📞 للتواصل والاستفسار / Contact:
8001110183",24.793166,46.63377,https://images.aqar.fm/webp/750x0/props/002971120_1786962474048.png | https://images.aqar.fm/webp/750x0/props/002971126_1786962496312.jpg | https://images.aqar.fm/webp/750x0/props/002971129_1786962496311.jpg | https://images.aqar.fm/webp/750x0/props/002971127_1786962496311.jpg | https://images.aqar.fm/webp/750x0/props/002971129_1786962496320.jpg | https://images.aqar.fm/webp/750x0/props/002971120_1786962496320.jpg | https://images.aqar.fm/webp/750x0/props/002971127_1786962496328.jpg | https://images.aqar.fm/webp/750x0/props/002971123_1786962496384.jpg | https://images.aqar.fm/webp/750x0/props/002971129_1786962496405.jpg | https://images.aqar.fm/webp/750x0/props/002971129_1786962496392.jpg | https://images.aqar.fm/webp/750x0/props/002971125_1786962496411.jpg | https://images.aqar.fm/webp/750x0/props/002971126_1786962496407.jpg,12.0,يوسف التويجري,شركة قدرة العقارية,1.0,2026-08-17,2026-08-17,2026-08-17,9.0,2026-08-17,1951.219512195122,-0.0844213129409499,True,سعر مرتفع جدًا عن متوسط الحي (فخامة على الأغلب)
6668704,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-السليمانية/شارع-الأمير-ممدوح-بن-عبدالعزيز-حي-السليمانية-مدينة-الرياض-منطقة-الرياض-6668704,"شقة للإيجار في شارع الأمير ممدوح بن عبدالعزيز, حي السليمانية, مدينة الرياض, منطقة الرياض",100000.0,,476.0,5.0,5.0,1.0,11.0,حي السليمانية,الرياض,شمال الرياض,"شقق عزاب  مجدده بالكامل 
تتكون من
5 غرف نوم ماستر 
5 دورة مياه 
صاله 
الايجار شامل الماء + WiFi
الايجار دفعه واحده",24.709248,46.689033,https://images.aqar.fm/webp/750x0/props/003295530_1782852335079.jpg | https://images.aqar.fm/webp/750x0/props/003295530_1782852334871.jpg | https://images.aqar.fm/webp/750x0/props/003295530_1782852334963.jpg | https://images.aqar.fm/webp/750x0/props/003295536_1782852334981.jpg | https://images.aqar.fm/webp/750x0/props/003295533_1782852334977.jpg | https://images.aqar.fm/webp/750x0/props/003295532_1782852335116.jpg | https://images.aqar.fm/webp/750x0/props/003295536_1782852335243.jpg,7.0,عمرو سعيد محمد العمري ,,,2026-04-25,2026-04-25,2026-07-23,916.0,2026-07-27,210.08403361344537,-0.0834804120597108,True,مساحة كبيرة مقابل الغرف (شقة فاخرة/تصميم غير معتاد)
6700078,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-وادي-حقيل-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6700078,"شقة للإيجار في شارع وادي حقيل, حي الصحافة, مدينة الرياض, منطقة الرياض",190000.0,3.0,127.0,4.0,3.0,0.0,2.0,حي الصحافة,الرياض,شمال الرياض,"شقه للإيجار الرياض حي الصحافة الموقع مميز بن طيق العليا والملك فهد 
تحتوي :
٤ غرف 
صالة 
٣دورات مياه 
مؤثثة بالكامل 
نظام التكييف 
الشقة الدور الثالث 
في برج جلامور ٣",24.806428,46.626152,https://images.aqar.fm/webp/750x0/props/049666588_1778974469515.jpg | https://images.aqar.fm/webp/750x0/props/049666581_1778974591784.jpg | https://images.aqar.fm/webp/750x0/props/049666584_1778974591799.jpg | https://images.aqar.fm/webp/750x0/props/049666582_1778974591814.jpg | https://images.aqar.fm/webp/750x0/props/049666588_1778974591818.jpg | https://images.aqar.fm/webp/750x0/props/049666588_1778974591828.jpg | https://images.aqar.fm/webp/750x0/props/049666585_1778974591842.jpg | https://images.aqar.fm/webp/750x0/props/049666582_1778974591866.jpg | https://images.aqar.fm/webp/750x0/props/049666587_1778974591880.jpg,9.0,زياد ناصر,شركة انوار المساكن العقاريه,1.0,2026-05-16,2026-07-14,2026-07-23,379.0,2026-07-23,1496.0629921259842,-0.0831931374051521,True,سعر مرتفع جدًا عن متوسط الرياض (فخامة على الأغلب)
6724978,https://sa.aqar.fm/شقق-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-الملك-فهد-الفرعي-حي-العليا-مدينة-الرياض-منطقة-الرياض-6724978,"شقة للإيجار في شارع الملك فهد الفرعي, حي العليا, مدينة الرياض, منطقة الرياض",250000.0,3.0,168.0,3.0,3.0,1.0,5.0,حي العليا,الرياض,شمال الرياض,,24.708998,46.672748,https://images.aqar.fm/webp/750x0/props/002583417_1780956274622.jpg | https://images.aqar.fm/webp/750x0/props/002583412_1780956274607.jpg | https://images.aqar.fm/webp/750x0/props/002583418_1780956274599.jpg | https://images.aqar.fm/webp/750x0/props/002583415_1780956274646.jpg | https://images.aqar.fm/webp/750x0/props/002583418_1780956274640.jpg | https://images.aqar.fm/webp/750x0/props/002583415_1780956274631.jpg | https://images.aqar.fm/webp/750x0/props/002583418_1780956274645.jpg | https://images.aqar.fm/webp/750x0/props/002583415_1780956274635.jpg | https://images.aqar.fm/webp/750x0/props/002583419_1780956362402.jpg | https://images.aqar.fm/webp/750x0/props/002583417_1780956362215.jpg | https://images.aqar.fm/webp/750x0/props/002583413_1780956362214.jpg | https://images.aqar.fm/webp/750x0/props/002583415_1780956362210.jpg | https://images.aqar.fm/webp/750x0/props/002583414_1780956362372.jpg | https://images.aqar.fm/webp/750x0/props/002583411_1780956362207.jpg | https://images.aqar.fm/webp/750x0/props/002583413_1780956362215.jpg | https://images.aqar.fm/webp/750x0/props/002583412_1780956362226.jpg | https://images.aqar.fm/webp/750x0/props/002583418_1780956441091.jpg | https://images.aqar.fm/webp/750x0/props/002583419_1780956441067.jpg | https://images.aqar.fm/webp/750x0/props/002583419_1780956441096.jpg | https://images.aqar.fm/webp/750x0/props/002583417_1780956441386.jpg | https://images.aqar.fm/webp/750x0/props/002583411_1780956441076.jpg | https://images.aqar.fm/webp/750x0/props/002583419_1780956441065.jpg | https://images.aqar.fm/webp/750x0/props/002583410_1780956441106.jpg | https://images.aqar.fm/webp/750x0/props/002583419_1780956441083.jpg,24.0,عبدالاله اغا,مؤسسة أورورا 7,1.0,2026-06-08,2026-06-08,2026-07-21,319.0,2026-07-23,1488.095238095238,-0.08310398410725417,True,سعر مرتفع جدًا عن متوسط الرياض (فخامة على الأغلب)
6674148,https://sa.aqar.fm/شقق-للإيجار/الرياض/وسط-الرياض/حي-المربع/شارع-الملك-عبدالعزيز-ابن-عبدالرحمن-سعود-حي-المربع-مدينة-الرياض-منطقة-الرياض-6674148,"شقة للإيجار في شارع الملك عبدالعزيز ابن عبدالرحمن سعود, حي المربع, مدينة الرياض, منطقة الرياض",60000.0,3.0,20.0,1.0,0.0,0.0,2.0,حي المربع,الرياض,وسط الرياض,"}
✨ إقامة فاخرة بمعايير فندقية – شقة غرفة وصالة داخل فندق راقٍ ✨

إذا كنت تبحث عن أسلوب حياة راقٍ يجمع بين الخصوصية وخدمات الفنادق الفاخرة،  
فهذه الشقة صُممت لتمنحك تجربة سكن استثنائية بكل تفاصيلها.

📍 موقع استراتيجي في قلب المدينة  
قريب من أهم المراكز الطبية:  
- مستشفى الملك عبدالعزيز الجامعي  
- مستشفى الشميسي  
- مستشفى العسكري  
- مستشفى قوى الأمن  

🚇 سهولة تنقل مثالية  
محطتا مترو على بعد دقائق معدودة (3 – 5 دقائق مشيًا)

🌆 إطلالة بانورامية ساحرة على الأبراج

🛎 خدمات فندقية متكاملة  
- استقبال (ريسبشن) راقٍ لخدمتك  
- شقة مجهزة بالكامل  
- شامل: كهرباء + مياه + إنترنت  

🚗 راحة كاملة في التنقل  
- مواقف خاصة  
- مواقف سفلية آمنة  

🏋️‍♂️ أسلوب حياة متكامل داخل الفندق  
- نادي رياضي مجهز وصالة ألعاب  
- كوفي أنيق في اللوبي  
- مصلى  
- بقالة ومغسلة ملابس داخل المبنى لراحة تامة  

💼 مثالي للنخبة من الموظفين، الأطباء، ورجال الأعمال الباحثين عن الراحة والهدوء مع مستوى عالٍ من الخدمات

💰 الاستثمار في راحتك:  
- 5000 ريال شهري  
- أو 60,000 ريال سنوي (على دفعتين)  

⚜️ سكن يجمع بين الفخامة، الموقع، والخدمة… كل ما تحتاجه في مكان واحد

📞 للتواصل:

 ",24.65074,46.715565,https://images.aqar.fm/webp/750x0/props/010036825_1777408932550.jpg | https://images.aqar.fm/webp/750x0/props/010036825_1777408932561.jpg | https://images.aqar.fm/webp/750x0/props/010036820_1777408932545.jpg | https://images.aqar.fm/webp/750x0/props/010036826_1777408932560.jpg | https://images.aqar.fm/webp/750x0/props/010036822_1777408932578.jpg | https://images.aqar.fm/webp/750x0/props/010036824_1777408932575.jpg | https://images.aqar.fm/webp/750x0/props/010036822_1777408932562.jpg | https://images.aqar.fm/webp/750x0/props/010036823_1777408932578.jpg,8.0,تركي العتيبى,,,2026-04-28,2026-04-28,2026-07-21,0.0,2026-07-23,3000.0,-0.08274827870012902,True,سعر مرتفع جدًا عن متوسط الحي (فخامة على الأغلب)
