تاريخ التسجيل,التصنيف,النوع,سعر المتر (ريال),الإيجار السنوي (ريال),المساحة (م²),المدينة,الحي,المدة (بالأشهر)
2025-09-06,سكني,شقة,367,51422,140,الرياض,النرجس,6
2026-03-01,سكني,شقة,357,50000,140,الرياض,النرجس,6
2026-04-08,سكني,شقة,333,40000,120,الرياض,النرجس,12
2026-02-25,سكني,شقة,250,30000,120,الرياض,النرجس,12
2025-12-28,سكني,شقة,313,40700,130,الرياض,النرجس,12
2025-09-24,سكني,شقة,289,40500,140,الرياض,النرجس,12
2026-01-24,سكني,شقة,291,35000,120,الرياض,النرجس,12
2025-08-26,سكني,شقة,337,40500,120,الرياض,النرجس,12
2025-10-01,سكني,شقة,337,40500,120,الرياض,النرجس,12
2025-08-26,سكني,شقة,311,40500,130,الرياض,النرجس,12
2026-03-25,سكني,شقة,291,35000,120,الرياض,النرجس,12
2026-04-25,سكني,شقة,333,40000,120,الرياض,النرجس,12
2025-12-25,سكني,شقة,273,35500,130,الرياض,النرجس,12
2026-02-08,سكني,شقة,250,30000,120,الرياض,النرجس,12
2026-05-18,سكني,شقة,262,42000,160,الرياض,النرجس,12
2026-05-05,سكني,شقة,373,43000,115,الرياض,النرجس,12
2025-09-06,سكني,شقة,528,37000,70,الرياض,النرجس,12
2025-11-02,سكني,شقة,368,40500,110,الرياض,النرجس,12
2026-05-01,سكني,شقة,333,50000,150,الرياض,النرجس,12
2025-12-10,سكني,شقة,360,36000,100,الرياض,النرجس,12
2026-05-15,سكني,شقة,562,45000,80,الرياض,النرجس,12
2026-06-01,سكني,شقة,357,51500,144,الرياض,النرجس,12
2026-04-01,سكني,شقة,363,42500,117,الرياض,النرجس,12
2026-05-15,سكني,شقة,250,42000,168,الرياض,النرجس,12
2026-02-16,سكني,شقة,346,45000,130,الرياض,النرجس,12
2026-02-20,سكني,شقة,510,51000,100,الرياض,النرجس,12
2025-08-15,سكني,شقة,365,43800,120,الرياض,النرجس,12
2026-03-30,سكني,شقة,383,46000,120,الرياض,النرجس,12
2026-04-01,سكني,شقة,314,55000,175,الرياض,النرجس,12
2025-09-10,سكني,شقة,459,50500,110,الرياض,النرجس,12
2025-08-12,سكني,شقة,583,35001,60,الرياض,النرجس,12
2026-01-25,سكني,شقة,450,45000,100,الرياض,النرجس,12
2026-04-01,سكني,شقة,407,55000,135,الرياض,النرجس,12
2026-02-19,سكني,شقة,461,60000,130,الرياض,النرجس,12
2025-08-05,سكني,شقة,458,55000,120,الرياض,النرجس,12
2026-01-26,سكني,شقة,280,28000,100,الرياض,النرجس,6
2026-05-03,سكني,شقة,460,46000,100,الرياض,النرجس,12
2026-03-04,سكني,شقة,333,45000,135,الرياض,النرجس,12
2025-08-03,سكني,شقة,297,35700,120,الرياض,النرجس,12
2026-02-12,سكني,شقة,255,40850,160,الرياض,النرجس,12
2026-03-02,سكني,شقة,246,32000,130,الرياض,النرجس,24
2025-09-15,سكني,شقة,792,39600,50,الرياض,النرجس,12
2026-02-19,سكني,شقة,783,47000,60,الرياض,النرجس,12
2026-01-30,سكني,شقة,1050,42000,40,الرياض,النرجس,12
2025-10-01,سكني,شقة,500,45000,90,الرياض,النرجس,12
2025-08-10,سكني,شقة,358,43000,120,الرياض,النرجس,12
2025-08-28,سكني,شقة,391,47000,120,الرياض,النرجس,12
2026-05-08,سكني,شقة,233,42000,180,الرياض,النرجس,12
2026-05-31,سكني,شقة,418,46000,110,الرياض,النرجس,12
2025-09-15,سكني,شقة,390,43000,110,الرياض,النرجس,12
2025-10-05,سكني,شقة,391,47000,120,الرياض,النرجس,12
2025-12-02,سكني,شقة,216,54000,250,الرياض,النرجس,12
2025-12-25,سكني,شقة,506,60800,120,الرياض,النرجس,12
2025-08-25,سكني,شقة,345,38000,110,الرياض,النرجس,12
2025-12-11,سكني,شقة,345,38000,110,الرياض,النرجس,12
2025-08-23,سكني,شقة,318,35000,110,الرياض,النرجس,12
2026-01-12,سكني,شقة,318,35000,110,الرياض,النرجس,12
2025-09-21,سكني,شقة,239,35900,150,الرياض,النرجس,12
2025-11-01,سكني,شقة,239,35950,150,الرياض,النرجس,12
2026-04-10,سكني,شقة,363,40000,110,الرياض,النرجس,12
2026-01-20,سكني,شقة,281,31000,110,الرياض,النرجس,12
2025-09-04,سكني,شقة,162,24400,150,الرياض,النرجس,12
2026-03-10,سكني,شقة,180,18000,100,الرياض,الشفاء,12
2026-07-02,سكني,شقة,175,21000,120,الرياض,الشفاء,12
2026-01-18,سكني,شقة,137,16500,120,الرياض,الشفاء,12
2026-06-28,سكني,شقة,165,16500,100,الرياض,الشفاء,12
2026-05-04,سكني,شقة,235,23500,100,الرياض,الشفاء,12
2026-06-22,سكني,شقة,170,20500,120,الرياض,الشفاء,12
2026-06-20,سكني,شقة,165,16500,100,الرياض,الشفاء,12
2026-06-26,سكني,شقة,186,20500,110,الرياض,الشفاء,12
2026-06-06,سكني,شقة,186,20500,110,الرياض,الشفاء,12
2026-01-23,سكني,شقة,186,20500,110,الرياض,الشفاء,12
2026-06-05,سكني,شقة,190,19000,100,الرياض,الشفاء,12
2026-07-02,سكني,شقة,250,20000,80,الرياض,الشفاء,12
2026-05-20,سكني,شقة,206,16500,80,الرياض,الشفاء,12
2026-03-17,سكني,شقة,214,12000,56,الرياض,الشفاء,12
2026-02-03,سكني,شقة,171,12000,70,الرياض,الشفاء,12
2026-01-08,سكني,شقة,140,14000,100,الرياض,الشفاء,12
2026-04-12,سكني,شقة,250,16500,66,الرياض,الشفاء,12
2026-01-01,سكني,شقة,235,16500,70,الرياض,الشفاء,12
2026-02-20,سكني,شقة,133,17300,130,الرياض,الشفاء,12
2026-04-01,سكني,شقة,133,17300,130,الرياض,الشفاء,12
2026-05-21,سكني,شقة,220,22000,100,الرياض,الشفاء,12
2026-07-11,سكني,شقة,416,50000,120,الرياض,الشفاء,12
2026-04-11,سكني,شقة,375,45000,120,الرياض,الشفاء,12
2026-02-09,سكني,شقة,150,15000,100,الرياض,الشفاء,12
2026-01-05,سكني,شقة,150,18000,120,الرياض,الشفاء,12
2026-02-08,سكني,شقة,200,21000,105,الرياض,الشفاء,12
2026-02-20,سكني,شقة,80,4000,50,الرياض,الشفاء,12
2026-02-06,سكني,شقة,390,19500,50,الرياض,الشفاء,12
2026-07-05,سكني,شقة,113,17000,150,الرياض,الشفاء,12
2026-04-07,سكني,شقة,155,13999,90,الرياض,الشفاء,12
2026-07-04,سكني,شقة,157,22000,140,الرياض,الشفاء,12
2026-03-08,سكني,شقة,145,20400,140,الرياض,الشفاء,12
2026-06-05,سكني,شقة,155,18600,120,الرياض,الشفاء,12
2026-05-10,سكني,شقة,100,12000,120,الرياض,الشفاء,12
2026-05-01,سكني,شقة,117,20000,170,الرياض,الشفاء,12
2026-01-14,سكني,شقة,155,18600,120,الرياض,الشفاء,12
2026-07-04,سكني,شقة,161,18600,115,الرياض,الشفاء,12
2026-07-02,سكني,شقة,141,17000,120,الرياض,الشفاء,12
2026-07-02,سكني,شقة,146,20500,140,الرياض,الشفاء,12
2026-02-19,سكني,شقة,160,22500,140,الرياض,الشفاء,12
2026-01-11,سكني,شقة,152,16800,110,الرياض,الشفاء,12
2026-04-10,سكني,شقة,250,25000,100,الرياض,الشفاء,12
2026-02-02,سكني,شقة,230,23000,100,الرياض,الشفاء,12
2026-01-19,سكني,شقة,140,17000,121,الرياض,الشفاء,12
2026-05-02,سكني,شقة,140,17000,121,الرياض,الشفاء,12
2026-05-08,سكني,شقة,133,16000,120,الرياض,الشفاء,12
2026-04-30,سكني,شقة,180,18000,100,الرياض,الشفاء,12
2026-06-28,سكني,شقة,300,18000,60,الرياض,الشفاء,12
2026-05-10,سكني,شقة,150,18000,120,الرياض,الشفاء,12
2026-01-20,سكني,شقة,160,16000,100,الرياض,الشفاء,12
2026-04-19,سكني,شقة,175,14000,80,الرياض,الشفاء,12
2026-05-26,سكني,شقة,144,18000,125,الرياض,الشفاء,12
2026-04-20,سكني,شقة,257,18000,70,الرياض,الشفاء,12
2026-04-03,سكني,شقة,275,22000,80,الرياض,الشفاء,12
2026-03-22,سكني,شقة,128,15369,120,الرياض,الشفاء,4
2026-03-05,سكني,شقة,380,38000,100,الرياض,الشفاء,12
2026-06-07,سكني,شقة,200,15000,75,الرياض,الشفاء,12
2026-04-12,سكني,شقة,150,12000,80,الرياض,الشفاء,12
2026-06-02,سكني,شقة,142,20000,140,الرياض,الشفاء,12
2026-06-20,سكني,شقة,85,12000,140,الرياض,الشفاء,12
2026-07-10,سكني,شقة,262,18350,70,الرياض,الشفاء,12
2026-03-02,سكني,شقة,56,14000,250,الرياض,الشفاء,12
2026-05-10,سكني,شقة,223,22300,100,الرياض,الشفاء,12
2026-04-09,سكني,شقة,153,23000,150,الرياض,الشفاء,12
2026-04-21,سكني,شقة,223,20127,90,الرياض,الشفاء,12
2026-06-30,سكني,شقة,150,18000,120,الرياض,الشفاء,12
2026-02-14,سكني,شقة,222,20000,90,الرياض,الشفاء,12
2026-04-22,سكني,شقة,116,14000,120,الرياض,الشفاء,12
2026-06-30,سكني,شقة,337,27000,80,الرياض,الشفاء,12
2026-04-01,سكني,شقة,204,20400,100,الرياض,الشفاء,12
2026-01-30,سكني,شقة,116,13000,112,الرياض,الشفاء,12
2026-01-28,سكني,شقة,150,18000,120,الرياض,الشفاء,12
2026-07-02,سكني,شقة,180,18000,100,الرياض,الشفاء,12
2026-01-18,سكني,شقة,265,26500,100,الرياض,الشفاء,12
2026-02-12,سكني,شقة,140,15500,110,الرياض,الشفاء,12
2026-06-25,سكني,شقة,120,18000,150,الرياض,الشفاء,12
2026-03-14,سكني,شقة,150,15000,100,الرياض,الشفاء,12
2026-06-01,سكني,شقة,80,12000,150,الرياض,الشفاء,12
2026-01-27,سكني,شقة,260,26000,100,الرياض,الشفاء,12
2026-05-02,سكني,شقة,195,19500,100,الرياض,الشفاء,12
2026-07-14,سكني,شقة,166,12500,75,الرياض,الشفاء,12
2026-02-17,سكني,شقة,363,24000,66,الرياض,الشفاء,12
2026-02-16,سكني,شقة,100,11000,110,الرياض,الشفاء,12
2026-01-11,سكني,شقة,47,8000,170,الرياض,الشفاء,12
2026-02-19,سكني,شقة,129,15499,120,الرياض,الشفاء,12
2026-04-17,سكني,شقة,114,16000,140,الرياض,الشفاء,12
2026-01-11,سكني,شقة,133,20000,150,الرياض,الشفاء,12
2026-05-24,سكني,شقة,155,18600,120,الرياض,الشفاء,12
2026-05-26,سكني,شقة,150,15000,100,الرياض,الشفاء,12
2026-06-15,سكني,شقة,192,24000,125,الرياض,الشفاء,12
2026-02-19,سكني,شقة,220,11000,50,الرياض,الشفاء,12
2026-04-18,سكني,شقة,108,13000,120,الرياض,الشفاء,12
2026-04-11,سكني,شقة,160,16000,100,الرياض,الشفاء,12
2026-02-09,سكني,شقة,66,8000,120,الرياض,الشفاء,12
2026-01-30,سكني,شقة,170,20500,120,الرياض,الشفاء,12
2026-04-28,سكني,شقة,160,20000,125,الرياض,الشفاء,12
2026-01-04,سكني,شقة,192,24000,125,الرياض,الشفاء,12
2026-01-02,سكني,شقة,180,18000,100,الرياض,الشفاء,12
2026-02-08,سكني,شقة,657,46000,70,الرياض,السليمانية,12
2026-02-25,سكني,شقة,410,41000,100,الرياض,السليمانية,12
2026-01-17,سكني,شقة,450,45000,100,الرياض,السليمانية,12
2026-02-19,سكني,شقة,500,50000,100,الرياض,السليمانية,12
2026-02-02,سكني,شقة,450,45000,100,الرياض,السليمانية,12
2026-05-22,سكني,شقة,455,45500,100,الرياض,السليمانية,12
2026-06-11,سكني,شقة,455,45500,100,الرياض,السليمانية,12
2026-02-18,سكني,شقة,416,50000,120,الرياض,السليمانية,12
2026-04-04,سكني,شقة,530,53000,100,الرياض,السليمانية,12
2026-01-04,سكني,شقة,250,25000,100,الرياض,السليمانية,12
2026-05-01,سكني,شقة,266,32000,120,الرياض,السليمانية,12
2026-07-14,سكني,شقة,366,33000,90,الرياض,السليمانية,12
2026-02-19,سكني,شقة,272,30000,110,الرياض,السليمانية,12
2026-07-02,سكني,شقة,370,37000,100,الرياض,السليمانية,12
2026-04-01,سكني,شقة,336,37000,110,الرياض,السليمانية,12
2026-05-12,سكني,شقة,370,37000,100,الرياض,السليمانية,12
2026-01-05,سكني,شقة,236,26000,110,الرياض,السليمانية,12
2026-02-02,سكني,شقة,260,26000,100,الرياض,السليمانية,12
2026-03-24,سكني,شقة,272,30000,110,الرياض,السليمانية,12
2026-02-19,سكني,شقة,300,30000,100,الرياض,السليمانية,12
2026-06-05,سكني,شقة,528,37000,70,الرياض,السليمانية,12
2026-01-16,سكني,شقة,550,55000,100,الرياض,السليمانية,12
2026-01-11,سكني,شقة,272,30000,110,الرياض,السليمانية,12
2026-02-04,سكني,شقة,272,30000,110,الرياض,السليمانية,12
2026-06-21,سكني,شقة,370,37000,100,الرياض,السليمانية,12
2026-07-12,سكني,شقة,370,37000,100,الرياض,السليمانية,12
2026-02-07,سكني,شقة,300,30000,100,الرياض,السليمانية,12
2026-02-04,سكني,شقة,300,30000,100,الرياض,السليمانية,12
2026-04-15,سكني,شقة,272,30000,110,الرياض,السليمانية,12
2026-02-04,سكني,شقة,411,37000,90,الرياض,السليمانية,6
2026-06-15,سكني,شقة,471,33000,70,الرياض,السليمانية,12
2026-01-05,سكني,شقة,325,26000,80,الرياض,السليمانية,12
2026-02-02,سكني,شقة,325,26000,80,الرياض,السليمانية,12
2026-05-10,سكني,شقة,412,33000,80,الرياض,السليمانية,12
2026-03-31,سكني,شقة,300,36000,120,الرياض,السليمانية,12
2026-07-02,سكني,شقة,366,37000,101,الرياض,السليمانية,12
2026-06-28,سكني,شقة,275,55000,200,الرياض,السليمانية,12
2026-06-26,سكني,شقة,250,50000,200,الرياض,السليمانية,12
2026-06-26,سكني,شقة,300,45000,150,الرياض,السليمانية,12
2026-02-02,سكني,شقة,562,45000,80,الرياض,السليمانية,12
2026-02-16,سكني,شقة,562,45000,80,الرياض,السليمانية,12
2026-07-11,سكني,شقة,450,45000,100,الرياض,السليمانية,12
2026-01-23,سكني,شقة,384,50000,130,الرياض,السليمانية,12
2026-06-11,سكني,شقة,600,60000,100,الرياض,السليمانية,12
2026-06-13,سكني,شقة,461,60000,130,الرياض,السليمانية,12
2026-05-17,سكني,شقة,461,60000,130,الرياض,السليمانية,12
2026-02-19,سكني,شقة,576,75000,130,الرياض,السليمانية,12
2026-02-03,سكني,شقة,500,65000,130,الرياض,السليمانية,12
2026-03-05,سكني,شقة,500,65000,130,الرياض,السليمانية,12
2026-07-02,سكني,شقة,888,40000,45,الرياض,السليمانية,12
2026-04-07,سكني,شقة,685,24000,35,الرياض,السليمانية,12
2026-06-18,سكني,شقة,560,25200,45,الرياض,السليمانية,12
2026-04-09,سكني,شقة,685,24000,35,الرياض,السليمانية,12
2026-03-01,سكني,شقة,690,34500,50,الرياض,السليمانية,12
2026-04-01,سكني,شقة,450,27000,60,الرياض,السليمانية,12
2026-02-19,سكني,شقة,227,25000,110,الرياض,السليمانية,12
2026-02-04,سكني,شقة,210,21000,100,الرياض,السليمانية,12
2026-02-04,سكني,شقة,230,23000,100,الرياض,السليمانية,12
2026-01-17,سكني,شقة,650,52000,80,الرياض,السليمانية,12
2026-01-11,سكني,شقة,650,52000,80,الرياض,السليمانية,12
2026-02-01,سكني,شقة,177,32000,180,الرياض,السليمانية,12
2026-01-20,سكني,شقة,172,31000,180,الرياض,السليمانية,12
2026-04-24,سكني,شقة,211,38000,180,الرياض,السليمانية,12
2026-05-15,سكني,شقة,400,40000,100,الرياض,السليمانية,12
2026-02-02,سكني,شقة,400,40000,100,الرياض,السليمانية,12
2026-05-15,سكني,شقة,313,30999,99,الرياض,السليمانية,12
2026-03-15,سكني,شقة,375,45000,120,الرياض,السليمانية,12
2026-05-10,سكني,شقة,270,45999,170,الرياض,السليمانية,12
2026-07-05,سكني,شقة,425,42500,100,الرياض,السليمانية,12
2026-03-13,سكني,شقة,400,40000,100,الرياض,السليمانية,12
2026-06-08,سكني,شقة,440,44000,100,الرياض,السليمانية,6
2026-06-13,سكني,شقة,441,44100,100,الرياض,السليمانية,12
2026-04-23,سكني,شقة,375,45000,120,الرياض,السليمانية,12
2026-05-01,سكني,شقة,625,31250,50,الرياض,السليمانية,12
2026-05-02,سكني,شقة,612,49000,80,الرياض,السليمانية,12
2026-01-06,سكني,شقة,275,33000,120,الرياض,السليمانية,12
2026-02-02,سكني,شقة,400,32000,80,الرياض,السليمانية,12
2026-01-27,سكني,شقة,275,33000,120,الرياض,السليمانية,12
2026-05-27,سكني,شقة,250,35000,140,الرياض,السليمانية,12
2026-06-16,سكني,شقة,366,33000,90,الرياض,السليمانية,12
2026-04-12,سكني,شقة,269,35000,130,الرياض,السليمانية,12
2025-08-18,سكني,شقة,240,24000,100,الرياض,عكاظ,12
2025-09-01,سكني,شقة,250,20000,80,الرياض,عكاظ,12
2026-05-01,سكني,شقة,2520,25200,10,الرياض,عكاظ,12
2025-10-27,سكني,شقة,333,20000,60,الرياض,عكاظ,12
2025-12-24,سكني,شقة,160,37000,230,الرياض,عكاظ,12
2026-03-26,سكني,شقة,240,24000,100,الرياض,عكاظ,12
2026-03-29,سكني,شقة,164,15000,91,الرياض,عكاظ,12
2026-01-29,سكني,شقة,157,15000,95,الرياض,عكاظ,12
2026-02-02,سكني,شقة,159,15000,94,الرياض,عكاظ,12
2025-10-05,سكني,شقة,157,17000,108,الرياض,عكاظ,12
2025-12-08,سكني,شقة,112,16300,145,الرياض,عكاظ,12
2025-10-02,سكني,شقة,117,16500,141,الرياض,عكاظ,12
2026-04-05,سكني,شقة,161,15999,99,الرياض,عكاظ,12
2025-12-08,سكني,شقة,138,16500,119,الرياض,عكاظ,12
2025-10-02,سكني,شقة,118,17000,143,الرياض,عكاظ,12
2026-04-01,سكني,شقة,964,55000,57,الرياض,عكاظ,12
2025-12-27,سكني,شقة,112,18000,160,الرياض,عكاظ,12
2025-11-19,سكني,شقة,220,22000,100,الرياض,عكاظ,12
2026-02-02,سكني,شقة,150,22500,150,الرياض,عكاظ,12
2026-02-26,سكني,شقة,333,20000,60,الرياض,عكاظ,12
2025-10-22,سكني,شقة,200,20000,100,الرياض,عكاظ,12
2025-10-22,سكني,شقة,310,15500,50,الرياض,عكاظ,12
2025-08-12,سكني,شقة,125,20000,160,الرياض,عكاظ,12
2025-10-15,سكني,شقة,142,20000,140,الرياض,عكاظ,12
2025-12-18,سكني,شقة,156,22000,140,الرياض,عكاظ,12
2026-02-19,سكني,شقة,146,22000,150,الرياض,عكاظ,12
2025-12-24,سكني,شقة,146,20500,140,الرياض,عكاظ,12
2026-03-27,سكني,شقة,250,25000,100,الرياض,عكاظ,12
2025-12-31,سكني,شقة,200,20000,100,الرياض,عكاظ,12
2025-08-05,سكني,شقة,200,24000,120,الرياض,عكاظ,12
2025-12-30,سكني,شقة,189,26500,140,الرياض,عكاظ,12
2025-08-04,سكني,شقة,240,24000,100,الرياض,عكاظ,12
2025-08-10,سكني,شقة,144,18000,125,الرياض,عكاظ,12
2025-08-24,سكني,شقة,100,15000,150,الرياض,عكاظ,12
2026-02-19,سكني,شقة,245,24500,100,الرياض,عكاظ,12
2025-12-01,سكني,شقة,252,25201,100,الرياض,عكاظ,12
2025-09-01,سكني,شقة,154,18500,120,الرياض,عكاظ,12
2025-10-23,سكني,شقة,194,17500,90,الرياض,عكاظ,12
2026-04-01,سكني,شقة,117,16500,140,الرياض,عكاظ,12
2026-04-01,سكني,شقة,205,18500,90,الرياض,عكاظ,12
2026-04-20,سكني,شقة,154,18500,120,الرياض,عكاظ,12
2026-02-01,سكني,شقة,100,15000,150,الرياض,عكاظ,12
2025-08-28,سكني,شقة,133,24000,180,الرياض,عكاظ,12
2025-11-11,سكني,شقة,130,26000,200,الرياض,عكاظ,12
2025-08-10,سكني,شقة,190,19000,100,الرياض,عكاظ,12
2026-01-08,سكني,شقة,183,22000,120,الرياض,عكاظ,12
2025-10-30,سكني,شقة,210,30500,145,الرياض,عكاظ,12
2025-10-27,سكني,شقة,207,29000,140,الرياض,عكاظ,12
2025-10-26,سكني,شقة,203,29500,145,الرياض,عكاظ,12
2025-09-01,سكني,شقة,196,28500,145,الرياض,عكاظ,12
2025-10-01,سكني,شقة,196,28500,145,الرياض,عكاظ,12
2025-10-26,سكني,شقة,210,30500,145,الرياض,عكاظ,12
2025-09-01,سكني,شقة,203,29500,145,الرياض,عكاظ,12
2025-10-26,سكني,شقة,193,32000,165,الرياض,عكاظ,12
2025-12-02,سكني,شقة,112,22500,200,الرياض,عكاظ,12
2026-02-03,سكني,شقة,76,10000,130,الرياض,عكاظ,12
2026-04-27,سكني,شقة,240,24000,100,الرياض,عكاظ,12
2025-09-09,سكني,شقة,175,21000,120,الرياض,عكاظ,12
2026-05-06,سكني,شقة,250,30000,120,الرياض,عكاظ,12
2025-08-28,سكني,شقة,190,19000,100,الرياض,عكاظ,12
2025-08-28,سكني,شقة,240,24000,100,الرياض,عكاظ,12
2025-08-31,سكني,شقة,220,22000,100,الرياض,عكاظ,12
2025-11-27,سكني,شقة,180,18000,100,الرياض,عكاظ,12
2025-09-21,سكني,شقة,140,14001,100,الرياض,عكاظ,12
2025-08-27,سكني,شقة,288,28800,100,الرياض,عكاظ,12
2025-08-10,سكني,شقة,225,22500,100,الرياض,عكاظ,12
2025-09-30,سكني,شقة,571,20000,35,الرياض,عكاظ,12
2025-08-05,سكني,شقة,250,30000,120,الرياض,عكاظ,12
2025-10-09,سكني,شقة,150,16500,110,الرياض,عكاظ,12
2025-09-17,سكني,شقة,166,20000,120,الرياض,عكاظ,12
2025-11-10,سكني,شقة,175,13500,77,الرياض,عكاظ,12
2025-08-24,سكني,شقة,84,16871,200,الرياض,عكاظ,6
2026-02-19,سكني,شقة,300,24000,80,الرياض,عكاظ,12
2025-09-02,سكني,شقة,195,19500,100,الرياض,عكاظ,12
2026-04-12,سكني,شقة,195,19500,100,الرياض,عكاظ,12
2025-09-16,سكني,شقة,215,21500,100,الرياض,عكاظ,12
2026-01-08,سكني,شقة,186,16000,86,الرياض,عكاظ,12
2025-09-05,سكني,شقة,225,22500,100,الرياض,عكاظ,12
2026-04-12,سكني,شقة,225,22500,100,الرياض,عكاظ,12
2026-01-31,سكني,شقة,168,25200,150,الرياض,عكاظ,12
2026-03-04,سكني,شقة,120,24000,200,الرياض,عكاظ,12
2025-11-23,سكني,شقة,184,24000,130,الرياض,عكاظ,12
2025-08-25,سكني,شقة,162,19500,120,الرياض,عكاظ,12
2025-11-16,سكني,شقة,123,16000,130,الرياض,عكاظ,12
2026-05-18,سكني,شقة,160,16000,100,الرياض,عكاظ,12
2025-12-15,سكني,شقة,200,24000,120,الرياض,عكاظ,12
2026-03-12,سكني,شقة,85,17000,200,الرياض,عكاظ,12
2025-11-15,سكني,شقة,150,15000,100,الرياض,عكاظ,12
2026-01-04,سكني,شقة,275,27500,100,الرياض,طيبة,12
2026-06-17,سكني,شقة,19,11818,600,الرياض,طيبة,12
2026-07-10,سكني,شقة,1000,20000,20,الرياض,طيبة,12
2026-01-30,سكني,شقة,265,26000,98,الرياض,طيبة,12
2026-01-07,سكني,شقة,80,12000,150,الرياض,طيبة,24
2026-06-25,سكني,شقة,80,24000,300,الرياض,طيبة,12
2026-02-27,سكني,شقة,440,22000,50,الرياض,طيبة,6
2026-03-01,سكني,شقة,100,12000,120,الرياض,طيبة,12
2026-01-13,سكني,شقة,97,27999,288,الرياض,طيبة,30
2026-04-08,سكني,شقة,100,18000,180,الرياض,طيبة,12
2026-03-11,سكني,شقة,34,10000,290,الرياض,طيبة,12
2026-01-13,سكني,شقة,88,16000,180,الرياض,طيبة,12
2026-03-27,سكني,شقة,156,15600,100,الرياض,طيبة,12
2026-01-10,سكني,شقة,374,26212,70,الرياض,طيبة,3
2026-04-10,سكني,شقة,374,26212,70,الرياض,طيبة,3
2026-04-03,سكني,شقة,60,12000,200,الرياض,طيبة,12
2026-02-01,سكني,شقة,171,24000,140,الرياض,طيبة,12
2026-02-19,سكني,شقة,52,13000,250,الرياض,طيبة,12
2026-01-30,سكني,شقة,100,25000,250,الرياض,طيبة,12
2026-02-19,سكني,شقة,222,20000,90,الرياض,طيبة,12
2026-03-01,سكني,شقة,195,19500,100,الرياض,طيبة,12
2026-04-13,سكني,شقة,350,35000,100,الرياض,طيبة,12
2026-02-14,سكني,شقة,200,25000,125,الرياض,طيبة,12
2026-02-08,سكني,شقة,87,7000,80,الرياض,طيبة,12
2026-02-11,سكني,شقة,21,8000,375,الرياض,طيبة,12
2026-02-17,سكني,شقة,270,27000,100,الرياض,طيبة,12
2026-01-12,سكني,شقة,200,20000,100,الرياض,طيبة,12
2026-01-12,سكني,شقة,180,18000,100,الرياض,طيبة,12
2026-04-06,سكني,شقة,83,15000,180,الرياض,طيبة,12
2026-04-12,سكني,شقة,200,20000,100,الرياض,طيبة,12
2026-02-02,سكني,شقة,94,18000,190,الرياض,طيبة,12
2026-01-05,سكني,شقة,250,25000,100,الرياض,طيبة,12
2026-02-04,سكني,شقة,270,27000,100,الرياض,طيبة,12
2026-02-02,سكني,شقة,300,30000,100,الرياض,طيبة,12
2026-01-03,سكني,شقة,171,24000,140,الرياض,طيبة,12
2026-01-03,سكني,شقة,184,24000,130,الرياض,طيبة,12
2026-01-27,سكني,شقة,200,20000,100,الرياض,طيبة,12
2026-01-24,سكني,شقة,250,25000,100,الرياض,طيبة,12
2026-01-20,سكني,شقة,200,20000,100,الرياض,طيبة,12
2026-01-14,سكني,شقة,208,25000,120,الرياض,طيبة,12
2026-02-03,سكني,شقة,320,16000,50,الرياض,طيبة,12
2026-01-18,سكني,شقة,410,41000,100,الرياض,طيبة,12
2026-02-04,سكني,شقة,310,31000,100,الرياض,طيبة,12
2026-01-22,سكني,شقة,190,19000,100,الرياض,طيبة,12
2026-02-17,سكني,شقة,312,31250,100,الرياض,طيبة,12
2026-01-05,سكني,شقة,280,28000,100,الرياض,طيبة,12
2026-07-11,سكني,شقة,250,35000,140,الرياض,طيبة,12
2026-01-29,سكني,شقة,210,21000,100,الرياض,طيبة,12
2026-03-10,سكني,شقة,108,18000,166,الرياض,طيبة,12
2026-04-07,سكني,شقة,208,25000,120,الرياض,طيبة,12
2026-04-20,سكني,شقة,45,18000,400,الرياض,طيبة,12
2026-04-22,سكني,شقة,60,18000,300,الرياض,طيبة,12
2026-04-01,سكني,شقة,169,20000,118,الرياض,طيبة,12
2026-04-01,سكني,شقة,300,30000,100,الرياض,طيبة,12
2026-03-05,سكني,شقة,150,15000,100,الرياض,طيبة,12
2026-04-17,سكني,شقة,270,27000,100,الرياض,طيبة,12
2026-04-01,سكني,شقة,270,27000,100,الرياض,طيبة,12
2026-06-23,سكني,شقة,280,28000,100,الرياض,طيبة,12
2026-03-05,سكني,شقة,160,16000,100,الرياض,طيبة,12
