listing_id,url,district,price,area_sqm,price_per_sqm,rent_low,rent_mid,rent_high,yield_low_pct,yield_mid_pct,yield_high_pct,net_yield_low_pct,strengths,risks,verdict,verdict_reason
6700188,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-المونسية/شارع-رقم-109-حي-المونسية-مدينة-الرياض-منطقة-الرياض-6700188,حي المونسية,813753.0,92.0,8845.0,50956,61367,75663,6.26,7.54,9.3,5.26,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6725786,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-المونسية/شارع-رقم-109-حي-المونسية-مدينة-الرياض-منطقة-الرياض-6725786,حي المونسية,813753.0,92.0,8845.0,50956,61367,75663,6.26,7.54,9.3,5.26,خزانات مياه مستقلة | تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6554612,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-محمد-بن-عبدالعزيز-الدغيثر-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6554612,حي الملقا,1275000.0,147.0,8673.0,79914,96000,111460,6.27,7.53,8.74,5.26,يوجد موقف سيارة | عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6498154,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-المصيف/شارع-الطريق-الدائري-الشمالي-الفرعي-حي-المصيف-مدينة-الرياض-منطقة-الرياض-6498154,حي المصيف,1300000.0,137.0,9489.0,81411,95917,114017,6.26,7.38,8.77,5.26,يوجد موقف سيارة | تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6746185,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-صالح-بن-أحمد-الحلبي-حي-طويق-مدينة-الرياض-منطقة-الرياض-6746185,حي طويق,530000.0,134.0,3955.0,33200,41789,52333,6.26,7.88,9.87,5.26,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6601526,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-القصر-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6601526,حي النرجس,1050000.0,123.0,8537.0,65746,73286,81000,6.26,6.98,7.71,5.26,يوجد موقف سيارة | عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6539869,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-رقم-53-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6539869,حي الملقا,1150000.0,181.0,6354.0,71967,86667,120100,6.26,7.54,10.44,5.26,يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6742696,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-الحزم/شارع-المرصد-حي-الحزم-مدينة-الرياض-منطقة-الرياض-6742696,حي الحزم,499000.0,81.0,6160.0,31250,35000,42154,6.26,7.01,8.45,5.26,خزانات مياه مستقلة | تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6674431,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-القادسية/شارع-وادي-الطلحية-حي-القادسية-مدينة-الرياض-منطقة-الرياض-6674431,حي القادسية,750000.0,101.0,7426.0,46950,55935,67640,6.26,7.46,9.02,5.26,خزانات مياه مستقلة | تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6761887,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-صالح-بن-أحمد-الحلبي-حي-طويق-مدينة-الرياض-منطقة-الرياض-6761887,حي طويق,530000.0,134.0,3955.0,33200,41789,52333,6.26,7.88,9.87,5.26,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6644897,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-إبراهيم-بن-شداد-حي-طويق-مدينة-الرياض-منطقة-الرياض-6644897,حي طويق,575000.0,123.0,4675.0,36000,44667,53000,6.26,7.77,9.22,5.26,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6661863,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-عبداللطيف-بن-المبارك-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6661863,حي المهدية,670000.0,125.0,5360.0,41988,53667,89510,6.27,8.01,13.36,5.26,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6788718,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الشرق/شارع-خام-21-حي-المرجان-مدينة-الرياض-منطقة-الرياض-6788718,حي الشرق,530000.0,163.0,3252.0,33200,39689,53268,6.26,7.49,10.05,5.26,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6686167,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-اليرموك/شارع-المنيزلة-حي-اليرموك-مدينة-الرياض-منطقة-الرياض-6686167,حي اليرموك,920000.0,140.0,6571.0,57650,67000,76733,6.27,7.28,8.34,5.26,تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6744828,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-سليمان-الحمدان-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6744828,حي النرجس,1069999.0,93.0,11505.0,67032,70125,71750,6.26,6.55,6.71,5.26,يوجد موقف سيارة | تشطيبات حديثة مذكورة,السعر 'يبدأ من' -- تأكد إنه يخص نفس الوحدة والمساحة المذكورة، مو وحدة أصغر,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6653221,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الشرق/شارع-يحيى-المنقاري-حي-البيان-مدينة-الرياض-منطقة-الرياض-6653221,حي الشرق,500000.0,122.0,4098.0,31325,35943,47680,6.26,7.19,9.54,5.26,يوجد مصعد | خزانات مياه مستقلة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6777548,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-اليرموك/شارع-مرقان-حي-اليرموك-مدينة-الرياض-منطقة-الرياض-6777548,حي اليرموك,920000.0,140.0,6571.0,57650,68367,76730,6.27,7.43,8.34,5.26,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6607041,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-السيل-الكبير-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6607041,حي المهدية,750000.0,127.0,5906.0,46873,63533,123400,6.25,8.47,16.45,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6785513,https://sa.aqar.fm/شقق-للبيع/الرياض/وسط-الرياض/حي-جرير/شارع-النهضة-حي-جرير-مدينة-الرياض-منطقة-الرياض-6785513,حي جرير,1000000.0,120.0,8333.0,62475,75000,90058,6.25,7.5,9.01,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6719844,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الازدهار/شارع-تبوك-حي-الإزدهار-مدينة-الرياض-منطقة-الرياض-6719844,حي الازدهار,1150000.0,97.0,11856.0,71843,84750,111050,6.25,7.37,9.66,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6419571,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-عكاظ/شارع-عبدالكريم-الهندي-حي-عكاظ-مدينة-الرياض-منطقة-الرياض-6419571,حي عكاظ,520000.0,127.0,4094.0,32500,39464,53213,6.25,7.59,10.23,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6569791,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-رقم-53-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6569791,حي الملقا,1100000.0,142.0,7746.0,68730,93354,120000,6.25,8.49,10.91,5.25,يوجد مصعد | يوجد موقف سيارة,السعر قابل للتفاوض -- ممكن فيه هامش تفاوض إضافي,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6687715,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-الافضلي-حي-القيروان-الرياض-منطقة-الرياض-6687715,حي الملقا,1200000.0,119.0,10084.0,75000,88111,110033,6.25,7.34,9.17,5.25,يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6683774,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-المونسية/شارع-الصباح-حي-المونسية-مدينة-الرياض-منطقة-الرياض-6683774,حي المونسية,1030000.0,139.0,7410.0,64333,70000,76025,6.25,6.8,7.38,5.25,خزانات مياه مستقلة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6751317,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-ينبع-حي-ظهرة-لبن-مدينة-الرياض-منطقة-الرياض-6751317,حي ظهرة لبن,700000.0,200.0,3500.0,43750,52141,59022,6.25,7.45,8.43,5.25,يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6751106,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-المروج/شارع-المدارة-حي-المروج-مدينة-الرياض-منطقة-الرياض-6751106,حي المروج,1300000.0,107.0,12150.0,81205,95817,112521,6.25,7.37,8.66,5.25,يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6587213,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-تقى-الدين-التميمى-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6587213,حي المهدية,700000.0,139.0,5036.0,43725,51950,60025,6.25,7.42,8.57,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6355890,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-شارع-الرمال-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6355890,حي الجنادرية,500000.0,114.0,4386.0,31250,34800,41000,6.25,6.96,8.2,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6610826,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-شارع-رقم-281-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6610826,حي الملقا,1200000.0,119.0,10084.0,75000,88111,110033,6.25,7.34,9.17,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6369689,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الفيحاء/شارع-البيان-حي-الفيحاء-مدينة-الرياض-منطقة-الرياض-6369689,حي الفيحاء,596000.0,185.0,3222.0,37225,48000,64333,6.25,8.05,10.79,5.25,يوجد مصعد | يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6617464,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-علاء-الدين-بيبرس-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6617464,حي المهدية,640000.0,110.0,5818.0,40000,46131,51725,6.25,7.21,8.08,5.25,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6486322,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-شارع-رقم-281-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6486322,حي الملقا,1200000.0,146.0,8219.0,74975,90000,115850,6.25,7.5,9.65,5.25,يوجد مصعد | يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6624309,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-العارض/شارع-ابن-سعيد-المقرئ-حي-العارض-مدينة-الرياض-منطقة-الرياض-6624309,حي العارض,990000.0,106.0,9340.0,61922,71000,86688,6.25,7.17,8.76,5.25,يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6390725,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الفيحاء/شارع-الزرقة-حي-الفيحاء-مدينة-الرياض-منطقة-الرياض-6390725,حي الفيحاء,541000.0,120.0,4508.0,33844,46500,59700,6.26,8.6,11.04,5.25,يوجد مصعد | يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6695602,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-المروة/شارع-الحمداني-حي-المروة-الرياض-منطقة-الرياض-6695602,حي المروة,470000.0,132.0,3561.0,29365,34500,40364,6.25,7.34,8.59,5.25,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6606868,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-السيل-الكبير-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6606868,حي المهدية,750000.0,127.0,5906.0,46873,63533,123400,6.25,8.47,16.45,5.25,عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6739367,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-القادسية/حي-القادسية-مدينة-الرياض-منطقة-الرياض-6739367,حي القادسية,720000.0,96.0,7500.0,45000,55091,70050,6.25,7.65,9.73,5.25,يوجد مصعد | يوجد موقف سيارة | خزانات مياه مستقلة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6606796,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-السيل-الكبير-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6606796,حي المهدية,750000.0,127.0,5906.0,46873,63533,123400,6.25,8.47,16.45,5.25,عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6638163,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-النظيم/شارع-خريص-حي-النظيم-مدينة-الرياض-منطقة-الرياض-6638163,حي النظيم,480000.0,119.0,4034.0,30000,33500,37321,6.25,6.98,7.78,5.25,تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6736200,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-المشرقة-حي-طويق-مدينة-الرياض-منطقة-الرياض-6736200,حي طويق,600000.0,112.0,5357.0,37500,45243,53017,6.25,7.54,8.84,5.25,يوجد مصعد | يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6424660,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-النهضة/شارع-مالك-بن-الريب-حي-النهضة-مدينة-الرياض-منطقة-الرياض-6424660,حي النهضة,900000.0,127.0,7087.0,56150,68200,80000,6.24,7.58,8.89,5.24,يوجد مصعد | تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6648704,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-أحد/شارع-البشائر-حي-أحد-مدينة-الرياض-منطقة-الرياض-6648704,حي أحد,400000.0,96.0,4167.0,24931,29775,36008,6.23,7.44,9.0,5.24,عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6786971,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-عبدالله-بن-أبي-حبيب-حي-طويق-مدينة-الرياض-منطقة-الرياض-6786971,حي طويق,550000.0,154.0,3571.0,34329,41236,51536,6.24,7.5,9.37,5.24,خزانات مياه مستقلة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6756770,https://sa.aqar.fm/شقق-للبيع/الرياض/وسط-الرياض/حي-الضباط/شارع-أبي-محبوب-القزاز-حي-الضباط-الرياض-منطقة-الرياض-6756770,حي الضباط,550000.0,82.0,6707.0,34300,45789,56255,6.24,8.33,10.23,5.24,تشطيبات حديثة مذكورة | عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6419453,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-الشيخ-خليفة-بن-حمد-آل-ثاني-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6419453,حي الجنادرية,550000.0,124.0,4435.0,34330,41226,56761,6.24,7.5,10.32,5.24,خزانات مياه مستقلة | عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6786702,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الازدهار/شارع-خضار-حي-الإزدهار-مدينة-الرياض-منطقة-الرياض-6786702,حي الازدهار,800000.0,74.0,10811.0,49940,66000,77563,6.24,8.25,9.7,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6669700,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-أبي-الحسن-الأسفرائيني-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6669700,حي المهدية,670000.0,129.0,5194.0,41788,60350,101012,6.24,9.01,15.08,5.24,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6680730,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-بدر/شارع-الحسن-السكري-حي-بدر-مدينة-الرياض-منطقة-الرياض-6680730,حي بدر,480000.0,118.0,4068.0,29971,35367,41254,6.24,7.37,8.59,5.24,تشطيبات حديثة مذكورة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6733179,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-بدر/شارع-وادي-المسيلة-حي-بدر-مدينة-الرياض-منطقة-الرياض-6733179,حي بدر,490000.0,123.0,3984.0,30564,35367,42154,6.24,7.22,8.6,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6770229,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-0000-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6770229,حي الرمال,550000.0,86.0,6395.0,34322,40944,53017,6.24,7.44,9.64,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6505530,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-طويق/شارع-عثمان-بن-أبي-سليمان-حي-طويق-مدينة-الرياض-منطقة-الرياض-6505530,حي طويق,570000.0,148.0,3851.0,35582,40500,52340,6.24,7.11,9.18,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6480820,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6480820,حي الجنادرية,550000.0,74.0,7432.0,34330,42000,55000,6.24,7.64,10.0,5.24,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6678653,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-سلطان-بن-نمر-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6678653,حي الرمال,600000.0,114.0,5263.0,37411,51929,63828,6.24,8.65,10.64,5.24,يوجد موقف سيارة | عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6736952,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-الحزم/شارع-المخزومي-حي-الحزم-مدينة-الرياض-منطقة-الرياض-6736952,حي الحزم,390000.0,107.0,3645.0,24322,30000,38820,6.24,7.69,9.95,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6598083,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-محمد-بن-هبة-الله-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6598083,حي المهدية,650000.0,129.0,5039.0,40540,61750,120000,6.24,9.5,18.46,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6727270,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-العارض/شارع-خيبر-حي-العارض-مدينة-الرياض-منطقة-الرياض-6727270,حي العارض,924000.0,88.0,10500.0,57693,81000,104213,6.24,8.77,11.28,5.24,,السعر 'يبدأ من' -- تأكد إنه يخص نفس الوحدة والمساحة المذكورة، مو وحدة أصغر,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6576461,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-احمد-بن-الحسين-بن-مهران-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6576461,حي المهدية,670000.0,130.0,5154.0,41830,48000,53369,6.24,7.16,7.97,5.24,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6549219,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-رقم-140-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6549219,حي الجنادرية,550000.0,139.0,3957.0,34287,41550,57213,6.23,7.55,10.4,5.24,خزانات مياه مستقلة | تشطيبات حديثة مذكورة | عقار جديد,السعر 'يبدأ من' -- تأكد إنه يخص نفس الوحدة والمساحة المذكورة، مو وحدة أصغر,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6784086,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-اشبيلية/شارع-الرشدية-حي-إشبيلية-مدينة-الرياض-منطقة-الرياض-6784086,حي اشبيلية,800000.0,183.0,4372.0,49857,57650,78146,6.23,7.21,9.77,5.24,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6721913,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الاندلس/شارع-ابي-موسى-الاشعري-حي-الأندلس-مدينة-الرياض-منطقة-الرياض-6721913,حي الاندلس,750000.0,117.0,6410.0,46742,58035,73510,6.23,7.74,9.8,5.24,يوجد مصعد | يوجد موقف سيارة,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6753302,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-عكاظ/شارع-طياش-حي-عكاظ-مدينة-الرياض-منطقة-الرياض-6753302,حي عكاظ,440000.0,126.0,3492.0,27372,29600,31574,6.22,6.73,7.18,5.23,عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6678402,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-اليرموك/شارع-ابي-جعفر-المنصور-حي-اليرموك-مدينة-الرياض-منطقة-الرياض-6678402,حي اليرموك,940000.0,146.0,6438.0,58500,68550,80000,6.22,7.29,8.51,5.23,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6603187,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6603187,حي الجنادرية,520000.0,160.0,3250.0,32400,39600,55665,6.23,7.62,10.7,5.23,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6504242,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-الزهرة/شارع-أربيل-حي-الزهرة-مدينة-الرياض-منطقة-الرياض-6504242,حي الزهرة,540000.0,138.0,3913.0,33600,43944,60060,6.22,8.14,11.12,5.23,,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6502046,https://sa.aqar.fm/شقق-للبيع/الرياض/جنوب-الرياض/حي-المروة/شارع-حمد-بن-معمر-حي-المروة-مدينة-الرياض-منطقة-الرياض-6502046,حي المروة,480000.0,110.0,4364.0,29902,33333,40820,6.23,6.94,8.5,5.23,عقار جديد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6613089,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-أحمد-بن-محمد-العتابي-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6613089,حي المهدية,680000.0,130.0,5231.0,42355,51500,58667,6.23,7.57,8.63,5.23,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
6661819,https://sa.aqar.fm/شقق-للبيع/الرياض/غرب-الرياض/حي-المهدية/شارع-الملتزم-حي-المهدية-مدينة-الرياض-منطقة-الرياض-6661819,حي المهدية,680000.0,125.0,5440.0,42325,49268,54297,6.22,7.25,7.98,5.23,يوجد مصعد,,🟡 Proceed مشروط,العائد الصافي معقول لكن يعتمد على افتراضات الإيجار -- راجع يدويًا
